site_id	W116_D1	W116_D5	W60_D5	W42_D5	W40_D1	W115_D5	W117_D5	W58_D5	W59_D1	W60_D1	W58_D1	W41_D1	W41_D5	W40_D5	W59_D5	W117_D1	W115_D1
1549156	3	9	79	3	4	13	7	60	47	55	15	18	2	6	89	6	6
1549168	3	9	79	6	5	16	8	66	46	56	16	14	3	6	95	7	11
1549171	3	11	80	6	5	15	9	66	46	57	15	14	3	7	95	9	12
1549174	3	11	80	5	5	16	9	68	45	57	16	14	3	9	100	9	12
1549183	3	10	77	5	5	15	12	63	47	54	21	13	3	8	83	9	13
1549210	5	19	80	9	14	33	18	70	58	48	22	19	4	21	98	16	20
1549219	8	21	83	9	15	35	20	67	58	47	19	21	7	24	95	24	28
1549919	18	45	79	15	15	47	32	77	61	69	13	28	12	45	64	34	24
1550387	21	72	68	28	35	60	49	64	50	59	13	85	19	62	74	48	62
1550468	17	84	55	21	34	68	37	58	42	41	11	79	19	46	53	48	44
1550470	17	82	55	21	35	64	39	57	37	41	11	77	18	46	50	47	44
1550654	14	43	54	31	13	73	20	81	40	68	20	46	11	42	58	28	20
1550712	10	39	54	33	14	64	18	58	32	50	20	45	9	36	47	24	13
1550951	2	12	67	4	3	5	6	63	53	49	20	5	3	4	57	6	5
1550966	1	18	77	3	4	10	8	71	70	52	20	8	2	4	69	5	5
1550981	1	20	71	3	3	16	8	71	67	52	15	10	2	7	69	6	4
1550986	1	19	72	3	3	16	8	71	69	52	14	14	3	7	67	9	5
1551121	9	21	41	10	5	35	10	52	35	27	11	30	13	19	44	10	20
1551130	11	22	44	10	5	36	15	49	36	29	12	30	14	19	47	11	24
1551536	31	62	13	25	19	81	50	13	14	11	22	62	14	38	14	63	56
1552071	10	22	15	8	6	16	17	14	9	20	13	12	8	18	13	10	8
1552135	6	9	6	7	3	6	7	11	5	14	17	14	1	5	9	10	5
1552398	2	4	22	8	3	3	7	17	18	21	2	9	4	13	33	8	3
1552404	2	5	22	8	3	4	7	19	21	21	2	11	4	15	32	11	4
1552423	4	8	27	15	4	8	13	26	24	29	4	20	4	22	35	13	9
1552424	4	9	28	15	3	8	13	26	26	29	4	20	4	22	35	14	10
1552465	7	23	60	21	7	25	28	38	34	42	7	37	13	45	50	33	21
1552468	8	24	64	21	8	25	28	41	39	47	7	39	14	47	55	33	22
1552482	8	27	68	20	8	29	28	52	41	48	7	45	15	50	59	34	24
1553243	28	68	57	18	28	62	58	56	41	38	6	69	19	56	59	42	34
1553665	11	28	52	17	11	43	29	58	25	42	10	43	7	27	30	40	36
1553851	2	6	23	1	5	6	3	9	6	5	9	14	2	6	9	9	21
1554029	4	2	33	7	2	6	5	21	24	23	10	7	3	6	24	7	6
1554087	7	7	52	5	5	9	5	39	34	43	9	7	2	11	34	6	4
1554090	7	6	56	6	5	8	5	39	34	44	12	9	1	11	33	6	3
1554254	11	40	86	15	14	28	30	59	33	60	9	37	14	27	52	44	25
1554378	20	52	58	23	23	50	39	42	23	39	1	71	16	57	27	44	39
1554510	30	35	57	18	32	45	48	35	43	33	11	74	18	38	40	62	37
1554795	29	62	86	27	19	66	58	89	64	29	5	66	31	59	60	63	62
1554990	33	65	87	27	36	65	51	90	47	51	11	88	15	62	70	69	46
1554998	34	62	87	29	34	63	54	84	46	46	12	82	14	68	70	73	45
1554999	35	63	84	29	35	65	55	89	45	45	10	83	15	69	69	76	46
1555005	31	64	84	29	36	61	53	95	42	47	10	80	13	65	69	72	45
1555006	32	60	83	28	33	63	52	90	41	47	12	79	13	62	70	71	46
1555188	23	56	95	26	36	69	40	90	49	43	8	76	23	52	77	80	58
1555743	34	54	80	34	30	74	40	81	64	52	17	92	28	72	80	63	60
1556106	28	43	83	20	23	46	29	67	79	65	19	70	20	45	77	49	52
1556263	4	9	94	5	5	14	5	103	69	77	16	13	3	4	79	6	11
1559272	13	30	2	8	18	45	21	1	1	3	21	43	5	19	2	24	21
1559287	14	37	2	11	24	50	25	1	1	3	14	49	8	26	2	30	30
1559293	14	33	2	13	24	49	28	1	1	3	14	48	8	26	2	30	30
1559335	18	57	1	24	30	67	43	1	1	3	13	63	11	40	2	38	41
1559355	29	58	1	27	29	77	50	1	1	2	11	70	11	42	2	51	55
1559608	40	61	2	30	28	86	64	3	3	6	4	64	23	64	2	78	69
1559638	30	52	11	29	28	75	53	8	5	10	5	52	24	57	3	72	66
1559660	26	55	18	29	29	76	58	15	8	18	7	60	33	58	13	75	63
1559819	29	70	88	25	31	72	46	80	53	69	14	90	25	44	77	49	56
1559864	32	67	94	27	33	66	42	95	57	73	16	83	24	42	72	46	57
1560147	31	57	27	17	17	70	30	39	13	25	12	59	16	37	21	35	35
1561262	32	57	3	33	26	69	48	5	4	3	14	77	29	72	4	48	45
1561667	5	6	18	5	3	11	9	12	9	9	20	14	3	8	16	16	10
1564752	31	67	87	33	30	79	50	75	39	48	8	105	15	65	86	60	74
1565012	19	47	59	32	23	67	44	62	52	53	14	67	24	55	55	48	53
1565031	25	65	59	38	29	87	51	76	58	64	13	83	28	62	68	64	60
1565265	32	57	74	31	19	85	48	88	61	68	13	94	22	56	83	60	51
1565853	32	62	83	23	21	79	46	65	57	45	15	95	20	58	83	82	77
1565856	34	67	77	23	20	78	48	62	55	39	14	100	21	60	79	87	82
1566216	33	67	98	34	25	80	60	82	71	52	13	91	26	55	75	86	51
1566923	6	10	57	9	8	15	15	44	33	16	17	18	6	11	61	17	9
1566926	5	10	56	8	8	15	15	39	33	14	19	12	6	11	61	15	7
1566969	2	6	38	4	3	9	10	29	32	9	19	4	3	6	48	8	4
1566977	1	3	38	4	2	7	6	23	21	9	17	4	3	5	32	7	2
1567334	8	39	4	7	14	41	23	3	2	5	16	40	21	36	8	39	39
1567355	11	40	9	8	15	47	23	6	4	7	18	43	21	41	10	41	45
1567487	8	11	34	2	8	34	13	19	13	28	18	16	5	21	39	20	18
1567540	5	3	18	1	3	7	7	13	6	13	9	5	1	7	21	6	8
1567687	5	8	3	6	10	10	7	6	4	14	2	9	1	8	10	7	10
1567694	4	7	9	6	7	9	6	9	7	23	2	7	2	6	11	8	7
1567705	2	6	13	4	6	5	1	13	10	27	2	2	2	2	19	4	5
1568338	10	29	4	12	20	28	28	15	9	9	1	43	15	29	6	44	17
1568368	18	29	14	12	22	31	26	31	21	19	1	43	12	35	21	36	17
1568531	36	64	86	28	29	68	36	61	45	67	14	73	23	50	82	56	60
1568558	24	55	79	28	28	62	36	61	40	57	14	69	21	44	70	47	46
1568726	8	27	22	7	7	33	18	9	11	23	9	39	10	18	21	19	27
1568729	7	26	20	7	9	29	13	8	10	21	9	34	8	16	19	18	27
1568738	7	22	20	5	9	24	13	7	11	19	9	27	7	13	19	19	25
1568747	6	18	16	5	7	23	11	7	11	20	7	27	5	10	16	15	20
1568750	7	19	16	4	7	20	10	7	10	20	7	25	3	10	16	13	17
1568753	7	19	16	4	7	21	9	8	9	20	7	22	3	9	13	12	17
1568768	7	10	13	4	7	10	7	8	8	16	5	18	2	6	11	4	10
1569778	26	49	26	18	26	47	31	35	16	24	13	40	19	38	23	36	35
1569843	17	47	60	20	31	71	39	39	26	39	15	54	18	47	38	49	42
1570230	25	73	71	22	21	75	37	51	47	42	11	53	24	44	57	51	41
1570786	8	27	36	8	8	22	12	18	34	29	18	23	4	15	15	8	20
1570819	6	20	26	6	9	21	15	14	26	18	16	23	6	16	9	8	12
1570888	9	19	35	7	5	21	13	17	37	22	14	14	8	14	17	7	14
1570989	6	12	19	2	6	20	17	15	24	16	7	24	12	24	16	15	11
1571170	29	45	51	23	17	76	35	55	33	30	13	54	23	48	40	36	36
1571179	26	45	55	23	17	73	35	58	35	31	11	50	22	44	46	36	37
1571218	25	48	63	24	23	80	40	70	33	33	8	48	25	47	43	45	38
1571920	32	61	81	25	18	68	49	68	57	40	16	65	24	51	91	46	46
1571950	25	55	79	25	17	68	47	63	53	39	10	72	18	46	74	46	43
1572428	17	48	9	20	17	56	42	1	4	6	4	62	14	51	6	33	52
1572524	28	60	10	26	31	80	46	14	9	18	8	84	22	68	24	53	48
1572596	30	65	43	34	38	93	50	43	39	53	14	73	12	64	66	67	59
1573158	2	11	4	3	3	7	5	6	3	8	2	14	4	3	8	3	5
1573493	1	3	29	1	1	1	2	25	15	14	11	1	3	2	27	3	2
1573613	4	13	41	2	1	5	4	32	24	26	9	7	2	9	36	11	14
1573625	7	16	49	4	1	13	7	35	29	25	9	11	7	12	42	25	20
1573852	2	7	3	1	1	4	6	5	5	2	10	4	2	6	4	8	10
1574510	11	17	5	8	4	28	12	2	1	1	11	27	2	11	2	11	24
1576065	11	59	65	24	13	54	44	57	60	54	13	84	14	46	61	59	41
1576074	10	57	63	18	14	49	42	52	61	58	11	64	14	42	55	56	35
1576097	7	37	50	14	9	33	26	39	42	45	10	34	9	23	41	29	20
1576121	7	30	45	9	9	22	26	30	40	40	11	27	9	25	34	33	14
1576166	4	12	42	5	6	20	22	36	40	43	14	25	6	10	38	15	9
1576274	4	7	33	2	3	10	12	56	35	32	14	31	1	2	31	4	3
1576280	4	7	34	2	3	10	12	56	34	34	16	29	1	2	29	4	3
1576292	4	7	31	2	3	9	10	51	32	32	17	31	1	2	32	4	3
1577030	8	20	53	18	12	40	24	60	32	48	16	47	12	31	57	28	33
1577138	17	36	60	22	19	47	38	55	42	43	19	62	23	54	69	38	35
1577192	16	46	62	21	13	58	45	66	36	49	15	74	26	54	70	38	44
1577363	3	12	65	3	9	13	9	42	37	43	14	20	7	24	69	13	10
1577369	4	14	63	4	9	15	9	47	37	43	14	21	5	22	64	14	10
1577375	4	13	68	4	9	14	9	52	38	52	16	21	6	23	71	14	10
1577378	3	13	68	4	9	14	10	49	39	51	16	21	6	20	71	13	10
1577385	4	14	68	4	9	14	10	44	33	50	16	20	6	20	71	14	10
1577387	4	14	69	4	9	14	10	43	30	49	16	20	6	22	71	15	10
1577388	4	15	67	4	9	15	10	47	32	50	16	20	6	22	70	15	11
1577390	3	15	67	5	9	15	10	47	30	50	15	21	5	22	68	17	12
1577414	4	14	66	5	10	15	11	51	33	48	15	21	6	20	71	17	12
1577415	4	15	65	5	10	15	12	46	33	46	15	22	6	22	69	17	14
1577517	4	14	75	9	8	18	13	63	38	66	10	21	4	17	64	15	11
1577527	5	14	68	11	9	18	14	59	37	58	8	26	2	16	60	14	12
1577566	5	16	77	11	10	21	20	60	39	62	13	34	8	22	56	21	15
1577567	4	15	73	11	9	18	20	62	42	62	13	32	9	20	55	21	13
1577572	4	14	79	11	9	20	22	63	40	63	14	32	8	20	64	22	15
1577644	15	47	54	16	15	45	52	67	43	65	18	53	17	24	84	36	27
1577657	16	52	58	17	17	52	54	60	45	62	17	56	17	29	85	38	32
1577764	25	61	73	20	9	77	51	59	41	55	7	64	21	49	93	36	51
1578099	28	85	85	28	24	95	60	67	41	68	15	86	33	57	72	74	55
1578234	24	60	95	23	22	79	69	63	56	53	12	72	24	43	80	56	52
1578338	19	50	92	21	23	93	64	77	49	52	7	57	22	40	67	45	54
1578344	21	51	99	21	21	99	63	76	52	54	6	61	21	40	68	51	57
1578374	24	51	88	18	14	81	52	79	43	45	6	48	21	47	54	61	45
1578514	25	45	82	26	19	59	39	69	60	53	8	69	14	56	64	52	39
1578533	22	41	78	22	22	65	36	64	47	42	10	68	5	46	69	45	48
1578582	25	60	66	24	15	76	40	78	52	36	14	59	17	47	70	56	46
1578625	20	58	61	29	18	74	45	78	34	32	15	66	20	45	61	65	42
1578707	12	42	49	33	18	67	44	62	33	22	9	57	26	54	43	62	31
1578854	15	49	40	9	14	47	37	19	26	31	11	49	16	36	40	33	26
1579122	20	49	74	23	16	72	34	65	70	52	12	63	12	47	51	56	27
1579148	21	51	73	24	16	70	36	66	74	53	10	52	10	47	47	52	35
1579188	17	43	74	20	17	49	39	54	73	40	8	43	10	57	52	48	43
1579280	23	55	44	23	22	86	50	33	40	24	10	68	29	67	40	67	65
1579348	19	57	13	22	22	86	47	8	13	11	4	69	29	66	14	62	62
1579350	15	57	11	25	23	81	50	6	10	9	4	64	29	61	13	61	57
1579352	21	58	8	25	24	91	51	7	7	8	4	69	28	71	13	62	64
1579354	21	59	6	25	24	87	51	6	9	7	4	70	27	68	12	62	64
1580447	29	58	62	32	25	89	73	67	53	63	20	94	31	72	68	46	78
1580736	30	76	93	31	19	63	68	82	58	73	18	67	22	82	73	71	73
1581291	7	5	13	3	7	14	10	17	19	21	24	13	5	14	7	9	6
1581371	4	8	16	2	3	20	11	16	15	17	19	9	4	14	12	13	6
1581509	1	3	15	1	2	4	3	13	9	5	15	7	1	1	11	3	5
1581538	1	4	16	3	2	8	4	16	9	4	13	13	2	6	14	7	5
1581694	5	16	12	5	2	20	5	9	4	6	7	16	6	16	7	10	5
1581721	8	25	19	6	6	32	11	18	8	7	8	23	7	29	13	15	13
1581757	14	38	30	10	10	44	21	30	17	11	5	36	9	32	12	27	21
1581915	7	21	27	6	11	27	8	32	12	10	3	41	17	32	29	29	22
1581916	6	23	29	6	11	30	9	31	13	10	3	42	18	34	30	31	21
1581918	6	21	25	6	10	29	9	28	11	10	3	39	17	31	30	30	20
1583943	20	55	55	18	18	47	37	41	45	38	14	68	25	36	60	38	44
1584405	24	67	68	20	25	53	68	66	57	49	13	92	20	64	75	64	59
1584630	18	37	49	26	28	44	33	35	38	35	11	72	20	44	42	42	40
1584747	34	51	71	36	26	73	56	64	52	68	16	81	21	64	71	60	49
1584968	9	19	74	3	6	12	4	90	51	56	12	14	6	11	56	3	3
1584972	9	20	75	3	6	13	4	89	49	57	13	15	7	12	64	3	6
1585218	43	73	84	29	28	77	54	98	67	55	12	100	29	69	60	58	53
1585521	24	78	100	19	25	98	35	97	69	74	16	97	26	73	71	55	51
1585707	17	57	70	27	25	66	40	54	51	41	21	81	12	61	58	45	46
1585970	39	68	82	28	22	80	49	67	59	73	18	103	33	81	68	56	61
1586000	41	71	75	30	24	80	45	77	63	70	22	97	31	82	68	68	60
1586005	35	70	74	30	21	79	43	77	62	76	18	81	30	73	61	68	56
1586044	34	70	84	24	17	84	38	83	60	75	16	92	20	83	75	72	64
1586137	25	59	79	32	25	74	60	70	53	70	16	81	19	76	68	83	57
1586150	26	50	84	32	25	70	51	68	57	63	16	77	15	64	68	76	43
1586190	26	47	73	36	23	66	63	51	54	62	15	72	24	55	61	69	39
1586258	22	64	54	32	26	74	61	58	71	69	18	73	27	64	71	62	33
1586282	25	71	59	33	22	90	67	62	75	71	20	87	27	66	89	75	35
1586283	25	71	55	34	20	92	71	60	73	69	19	89	30	68	85	75	39
1586301	29	68	58	37	21	102	69	66	79	68	18	91	26	80	90	73	40
1586459	30	44	50	26	21	85	48	58	59	79	14	83	27	80	59	59	29
1586705	31	54	85	24	31	76	58	56	58	59	7	63	16	46	69	69	50
1586846	48	44	60	30	22	86	62	56	62	50	19	75	8	50	59	68	49
1586853	49	46	56	31	22	82	65	55	58	48	17	73	9	50	52	70	49
1586889	37	30	36	24	15	63	47	38	43	26	9	59	5	31	41	41	39
1586929	15	20	22	10	11	37	22	20	29	14	6	37	3	20	30	27	17
1586933	14	18	22	11	10	37	20	18	29	11	6	37	3	18	28	25	18
1587033	15	22	19	16	12	23	18	15	18	6	3	33	10	9	22	37	17
1587240	38	67	50	21	26	47	45	78	51	56	15	80	16	43	64	50	45
1587384	34	69	76	23	31	74	71	73	54	65	12	89	28	73	60	68	64
1587779	24	55	76	22	26	60	69	54	50	61	15	85	28	53	77	49	56
1587821	26	49	73	25	17	56	50	46	45	58	11	85	27	47	64	49	45
1588173	28	61	86	21	17	55	49	78	60	49	16	64	27	60	59	63	41
1588195	29	68	80	23	20	67	60	80	66	48	19	78	26	59	66	59	46
1588508	22	51	62	24	23	85	42	87	50	55	9	58	8	66	81	55	42
1588518	20	51	64	22	21	75	40	83	46	47	8	49	8	68	74	52	35
1588529	16	47	66	16	22	69	37	88	39	46	10	49	9	66	79	47	31
1588576	14	40	60	19	17	58	36	73	37	42	9	49	10	62	69	53	31
1588613	10	29	58	13	16	49	24	70	39	49	9	45	15	55	70	51	31
1588617	11	37	57	14	15	46	23	67	42	46	7	43	13	57	71	46	34
1588636	16	34	49	15	14	39	25	64	45	43	7	47	14	59	70	52	37
1588641	14	30	45	14	11	41	24	58	46	42	7	42	14	59	69	49	35
1588680	11	38	55	13	13	46	23	63	54	40	3	53	13	45	69	47	35
1588715	18	37	50	17	17	46	30	60	57	34	3	48	13	45	59	52	31
1588724	23	49	59	22	21	54	34	63	58	45	5	55	14	50	70	61	41
1588736	23	53	56	26	24	56	33	64	69	55	5	49	12	47	61	64	42
1588751	23	59	68	26	22	62	38	65	61	58	4	53	14	55	59	67	46
1588838	28	60	78	34	34	73	44	75	56	68	11	66	15	64	60	64	44
1588850	28	61	90	30	34	78	43	81	59	66	12	68	15	65	61	63	50
1588988	19	31	82	19	27	61	37	66	49	55	7	50	8	61	52	50	48
1589079	26	52	53	31	26	59	37	68	49	62	7	84	11	54	55	74	48
1589193	24	51	60	19	28	58	39	67	46	63	9	91	2	54	69	64	55
1589409	35	62	76	27	31	66	51	54	58	67	14	92	12	51	71	62	58
1589472	30	36	52	23	18	56	42	47	32	47	8	69	9	45	65	40	51
1589745	40	55	71	23	20	67	27	55	60	53	15	72	12	44	63	65	51
1589784	26	53	71	29	23	73	31	69	54	52	17	58	10	40	61	61	52
1589802	30	53	69	27	29	72	39	67	62	51	19	64	10	44	58	64	50
1589820	26	46	73	31	32	79	37	66	55	42	18	60	12	43	56	62	48
1589865	30	46	76	30	33	76	44	67	55	46	15	69	13	51	54	57	31
1589892	31	45	68	28	32	73	50	64	62	47	13	66	15	44	55	55	31
1590081	33	64	65	21	22	65	51	56	50	44	16	82	18	70	39	59	66
1590177	41	62	73	26	28	84	64	100	66	56	18	89	19	76	74	60	67
1590180	38	61	73	29	30	87	64	98	64	58	16	88	19	77	69	59	65
1590267	36	51	87	27	38	84	65	91	50	57	12	61	22	52	64	55	64
1590779	15	43	49	30	18	54	36	58	47	52	18	44	13	40	42	41	41
1590889	23	78	21	27	19	67	54	11	10	8	5	59	17	72	11	52	43
1590893	23	75	22	28	18	65	50	10	10	8	5	62	17	76	9	48	45
1590894	22	78	23	32	19	68	55	12	13	14	5	67	17	76	10	50	45
1590895	24	78	16	31	18	66	55	14	13	11	5	69	17	77	10	52	46
1590896	24	78	22	32	19	68	57	14	13	13	5	70	17	75	10	51	45
1590912	20	74	24	34	17	71	54	8	9	9	3	69	16	66	7	52	43
1590914	19	72	23	32	17	76	54	9	10	9	4	70	16	69	7	51	41
1590915	19	73	23	34	17	79	53	9	11	9	3	69	18	68	7	54	42
1590916	19	72	22	34	16	72	48	8	8	9	3	69	18	64	7	54	44
1591398	12	31	77	18	18	41	21	62	55	58	19	50	11	22	60	45	24
1591452	13	28	76	17	18	55	21	63	60	54	14	41	12	31	59	25	29
1591469	12	31	68	20	20	63	19	68	56	53	16	42	14	35	60	27	32
1591522	12	35	65	18	24	66	26	65	67	51	17	37	16	39	66	33	41
1591600	39	64	82	22	31	75	41	66	65	54	19	56	21	48	90	60	55
1591680	40	59	79	19	32	83	42	77	57	50	10	58	27	57	87	62	50
1591800	36	30	79	28	14	54	36	47	45	31	15	40	17	43	48	50	33
1591896	5	3	14	3	2	2	5	4	8	8	1	4	2	2	9	7	4
1592136	44	63	70	33	22	63	31	59	47	62	13	68	17	77	79	56	51
1592148	43	69	73	32	22	67	31	59	43	64	16	80	20	77	79	54	55
1592169	34	68	63	33	23	62	25	54	38	65	10	72	21	74	71	50	44
1592186	31	61	55	30	22	57	22	47	35	54	10	68	19	68	61	45	35
1592295	26	71	73	25	33	79	26	85	48	59	21	68	19	58	55	49	50
1592526	3	47	71	12	16	34	17	79	60	44	14	47	9	31	82	29	24
1592529	3	52	76	11	23	35	17	79	61	48	17	49	10	31	87	30	26
1592745	29	72	80	28	34	76	66	74	59	53	12	99	30	63	73	77	67
1593742	5	10	9	7	6	5	8	5	12	9	9	15	6	15	4	11	11
1593809	13	26	16	21	7	25	23	17	16	9	13	31	12	33	9	32	39
1593944	28	55	63	21	25	61	48	56	52	41	14	56	18	37	60	43	60
1594004	22	52	53	24	25	61	50	58	65	36	12	61	24	26	68	39	57
1594232	24	57	63	24	34	75	42	68	60	54	12	70	22	67	41	33	43
1595094	8	18	23	5	5	14	9	12	15	14	7	21	10	18	10	14	5
1595169	9	23	20	6	9	19	29	12	9	12	9	30	9	34	7	23	17
1595172	10	27	19	7	12	19	24	12	8	11	8	33	12	39	6	24	19
1595199	18	32	18	17	13	31	30	10	9	12	7	47	21	46	6	37	30
1595243	20	39	12	19	18	44	37	9	4	7	4	55	25	65	4	49	38
1595244	20	39	13	19	18	48	34	10	5	7	4	55	26	64	5	48	38
1595253	18	42	15	20	20	48	33	9	7	6	2	54	23	67	6	44	38
1595275	17	48	18	20	17	47	30	13	13	9	1	62	26	69	11	53	42
1595305	21	46	30	20	19	48	32	19	19	20	5	67	23	68	13	54	41
1595307	20	44	28	20	17	47	30	19	20	18	4	64	24	62	14	52	31
1595309	20	45	25	20	19	49	29	16	18	19	4	65	23	62	13	55	32
1595315	20	42	34	19	18	42	24	36	26	27	6	57	23	61	21	52	32
1595318	22	43	34	18	19	42	24	35	24	26	6	61	23	63	18	53	32
1595332	16	29	34	13	14	36	19	36	26	26	6	43	12	51	24	40	24
1595519	4	11	34	4	5	26	4	19	22	15	9	24	13	19	13	22	13
1595522	4	11	35	4	5	26	6	19	22	15	8	24	13	19	13	22	14
1595582	8	25	45	11	17	36	18	39	41	31	12	47	20	33	25	32	27
1595687	32	57	75	19	33	57	31	70	62	55	14	56	27	68	54	57	56
1595863	20	44	99	15	20	58	32	75	49	51	16	49	23	28	69	56	57
1595870	16	41	97	14	19	51	29	80	53	51	15	45	20	29	64	55	51
1595875	14	36	96	12	18	50	26	78	50	48	16	44	19	22	61	49	46
1595898	10	20	46	5	9	29	12	48	30	32	6	20	14	12	39	33	30
1595899	10	19	39	5	8	24	13	45	26	33	4	18	12	13	32	29	26
1595903	9	19	39	4	8	22	11	41	27	31	5	17	11	12	31	28	26
1595990	7	9	10	5	8	12	5	5	2	6	1	9	7	10	3	3	4
1595995	7	10	13	7	9	15	11	9	5	11	2	19	8	18	5	5	4
1596011	9	14	18	11	10	20	13	10	11	15	4	32	13	28	12	14	6
1596024	14	21	19	13	11	24	19	12	13	20	1	40	12	32	13	21	13
1596045	15	22	40	15	15	27	22	25	33	40	8	42	12	33	32	23	18
1596083	20	24	47	19	13	29	24	27	36	39	9	54	12	33	36	32	22
1596101	21	25	50	22	12	33	28	29	41	45	11	64	13	36	40	28	28
1596119	22	27	50	18	13	30	28	28	43	44	14	64	14	37	40	35	26
1596148	21	26	52	18	10	31	22	32	50	47	13	54	11	29	36	32	24
1596150	20	27	52	16	10	31	22	32	51	47	15	54	10	28	37	30	24
1596166	17	20	55	14	7	26	20	33	46	46	13	38	7	15	41	24	23
1596167	17	19	53	14	8	26	19	33	45	47	13	38	7	16	41	23	24
1596169	17	21	57	17	8	27	20	33	50	48	11	41	9	16	44	23	21
1596170	17	20	57	15	8	29	21	29	51	45	12	39	9	16	42	23	21
1596173	17	20	58	15	9	30	21	29	52	47	11	41	9	16	43	25	20
1596200	14	30	42	18	8	43	22	29	44	41	13	48	14	24	47	30	27
1596201	16	30	42	18	9	43	21	28	43	40	11	47	14	24	45	30	29
1596207	18	28	42	20	9	45	25	30	48	42	12	60	17	26	47	32	29
1596208	17	29	42	18	8	46	25	30	48	42	12	59	17	26	45	32	29
1596209	18	29	39	19	9	46	24	31	44	41	12	60	17	25	46	32	29
1596212	18	32	41	22	9	49	23	32	48	41	12	64	17	26	45	32	35
1596230	17	31	48	23	7	53	27	38	56	53	13	66	16	26	58	33	40
1596249	20	37	53	21	8	63	34	42	56	53	13	64	20	25	66	35	42
1596263	25	37	59	25	10	67	38	41	60	57	9	69	19	25	78	38	51
1596350	31	45	86	27	14	72	57	63	66	63	14	85	20	25	77	53	71
1596356	30	44	84	23	13	68	56	60	62	64	14	78	17	25	81	51	73
1596392	30	55	90	24	18	64	65	69	67	58	16	76	21	37	91	56	63
1596401	25	54	79	23	17	64	59	66	59	56	14	69	18	38	86	57	62
1596529	33	71	84	21	23	73	71	59	53	45	16	73	24	41	72	73	57
1596561	31	63	72	20	22	59	72	57	51	49	12	78	22	43	61	68	57
1596582	34	63	70	22	19	56	70	53	48	43	11	75	22	46	60	65	46
1596713	24	23	59	13	13	47	32	29	31	33	11	54	11	33	44	38	35
1596761	19	29	69	8	13	37	19	37	41	45	9	44	8	31	47	31	27
1596764	18	25	74	7	13	35	20	38	41	43	9	43	9	30	49	29	25
1596791	14	28	54	4	10	34	16	33	36	39	11	44	7	27	46	27	25
1596803	10	23	54	4	7	28	12	31	44	40	11	42	8	22	45	23	21
1596854	6	23	35	5	6	19	9	25	39	32	10	35	5	12	35	11	10
1596926	5	10	6	3	4	16	3	8	19	14	7	19	3	6	13	4	3
1596938	5	9	5	3	4	15	2	4	16	11	5	18	3	6	7	4	3
1596950	4	8	4	3	4	13	2	4	9	9	4	14	2	5	4	3	3
1596964	4	6	4	3	4	11	2	4	7	7	4	13	2	5	3	2	3
1597045	11	9	13	3	4	16	8	13	8	9	3	13	7	13	6	7	9
1597046	12	8	13	3	4	16	8	13	8	9	3	13	7	14	6	7	9
1597047	14	9	13	3	4	16	8	14	7	9	3	13	7	14	6	6	9
1597197	24	63	84	21	24	93	57	78	81	60	13	90	26	57	74	52	73
1597204	26	64	78	18	26	91	56	85	70	56	16	100	29	59	72	56	75
1597215	26	64	76	20	25	89	50	82	75	54	13	99	31	60	72	60	72
1597421	21	59	49	34	12	74	55	42	52	65	10	60	31	69	43	54	38
1597430	20	60	47	32	18	71	51	40	49	64	7	52	27	66	45	46	31
1597451	13	59	38	28	14	51	49	37	44	51	9	51	20	50	39	42	31
1597454	14	65	49	28	15	61	51	38	47	53	11	57	16	51	43	41	31
1597475	21	64	46	19	16	69	52	36	49	59	10	57	18	51	47	38	29
1597696	49	61	55	27	19	81	51	52	56	61	6	63	23	78	51	49	49
1597735	42	61	52	23	12	73	50	45	46	45	10	53	19	60	47	47	40
1597750	37	53	39	18	12	58	47	42	39	39	9	53	19	58	42	43	37
1597762	37	53	41	18	10	54	41	40	38	39	8	49	17	56	46	41	34
1597786	20	36	32	12	5	47	29	33	33	34	11	33	9	34	44	29	24
1597804	9	23	30	8	2	33	22	30	27	29	10	14	8	23	37	22	7
1597825	8	19	33	7	4	29	20	26	30	26	13	15	7	18	39	18	8
1597879	11	12	26	2	5	18	12	25	26	22	9	13	4	7	35	11	3
1597894	7	12	25	1	4	13	7	17	24	17	10	8	2	6	34	8	2
1597897	7	12	26	1	4	12	7	18	24	16	9	8	2	6	34	8	2
1597900	7	12	28	1	4	12	7	18	25	17	10	8	2	6	32	8	2
1597924	7	6	22	1	4	6	4	18	24	14	14	7	2	4	25	7	2
1597927	7	5	20	1	4	6	4	21	22	13	16	7	2	4	25	7	2
1597939	6	4	16	1	4	3	3	16	17	10	13	7	2	2	16	3	2
1599935	5	11	4	5	10	12	11	13	13	10	9	13	7	9	10	14	17
1600015	1	4	38	4	8	8	9	35	25	24	16	7	4	7	32	9	10
1600024	1	5	39	5	7	7	12	33	22	23	15	7	3	6	32	10	10
1600186	4	10	18	2	5	13	3	22	22	9	11	16	4	5	14	4	12
1600267	2	13	33	1	2	22	2	40	24	27	17	13	4	9	29	7	6
1600273	2	13	34	2	3	25	4	38	24	27	17	15	5	10	31	7	6
1600306	3	15	50	3	3	29	6	62	41	35	12	22	5	14	53	13	7
1600312	4	16	51	3	3	31	6	66	44	34	12	24	7	16	58	12	7
1600321	5	21	59	6	3	35	8	69	46	35	11	20	10	15	60	15	9
