site_id	ASM_52	ASM_2	ASM_50	ASM_44
2040092	37	34	26	64
2040093	36	33	25	62
2040137	40	42	27	64
2040149	43	42	29	64
2040221	45	38	25	57
2040242	44	42	36	62
2040529	17	25	25	18
2040537	18	23	31	17
2040573	21	18	25	18
2040597	21	20	21	23
2040632	23	19	21	28
2040643	25	20	25	30
2040805	38	36	26	49
2040813	38	35	28	52
2040928	25	27	20	22
2040986	14	15	9	12
2040987	16	15	11	12
2040988	15	15	8	12
2041060	8	3	1	5
2041061	8	3	3	5
2041106	13	9	8	18
2041121	15	11	11	21
2041134	17	22	17	26
2041251	24	50	28	42
2041428	28	22	16	44
2041564	18	22	21	32
2041579	15	20	17	31
2041580	16	20	16	30
2041647	5	11	3	7
2041717	14	11	5	22
2041737	17	21	9	26
2041759	18	25	10	30
2041767	19	26	11	31
2041784	23	30	11	29
2041937	26	27	35	34
2041998	27	29	23	38
2042171	33	30	24	51
2042319	33	50	31	42
2042321	31	50	31	43
2042413	31	39	30	51
2042512	23	23	37	41
2042542	20	24	41	43
2042585	20	21	31	49
2042611	19	18	22	41
2042656	23	23	28	60
2042657	24	22	28	60
2042659	24	23	25	58
2042741	24	35	20	71
2042805	26	29	26	55
2042807	25	32	26	54
2042822	23	31	29	53
2042847	27	32	21	47
2042891	38	36	23	55
2042919	40	43	30	47
2042967	47	47	28	53
2042975	43	43	29	51
2043139	32	34	21	51
2043502	22	25	10	34
2043536	10	22	4	26
2043645	20	25	13	39
2043938	30	41	29	51
2043940	29	39	26	50
2043997	24	34	20	39
2044053	32	46	24	43
2044320	57	48	32	57
2044628	47	32	29	36
2044693	39	22	15	20
2044714	36	17	14	15
2044742	22	12	8	11
2044743	23	11	8	11
2044744	21	12	8	11
2044884	6	18	12	15
2044885	7	17	10	15
2044886	7	18	15	14
2044895	11	21	13	15
2044938	15	34	19	28
2044952	16	36	19	28
2045029	33	45	19	43
2045177	41	46	36	46
2045319	37	38	36	57
2045406	33	38	34	46
2045570	35	45	22	56
2045595	38	51	25	59
2045745	31	53	39	69
2045746	32	53	43	69
2045771	27	57	37	66
2045999	32	35	33	71
2046007	31	33	27	64
2046008	31	34	28	64
2046128	38	38	33	61
2046135	31	38	29	56
2046158	37	34	29	45
2046159	38	36	28	45
2046246	17	33	23	42
2046258	18	33	23	43
2046314	24	34	29	53
2046315	23	32	26	53
2046320	26	34	26	51
2046416	27	31	27	40
2046463	32	29	25	41
2046464	33	32	28	41
2046465	35	31	34	40
2046497	40	32	30	40
2046498	38	33	31	40
2046519	42	34	28	41
2046520	44	35	35	40
2046522	46	34	36	43
2046647	58	44	25	41
2046648	57	43	29	42
2046650	53	46	28	41
2046652	54	44	28	43
2046657	57	45	25	45
2046666	60	62	29	48
2046667	59	64	29	46
2046670	59	63	31	45
2046671	61	63	26	41
2046672	58	62	29	41
2046673	59	62	28	41
2046715	42	65	36	51
2046723	41	64	34	48
2046724	43	63	33	48
2046798	41	68	37	54
2046814	41	51	39	54
2046816	41	50	37	51
2046875	39	47	32	48
2046877	39	47	34	48
2046879	41	46	29	49
2046977	38	41	30	56
2047023	47	43	34	63
2047098	42	34	44	58
2047099	39	34	43	56
2047123	36	32	40	62
2047125	36	31	41	61
2047129	38	30	34	59
2047150	42	33	41	60
2047155	44	31	34	54
2047156	43	31	41	63
2047159	40	30	39	59
2047160	40	32	39	59
2047161	40	36	41	58
2047233	45	39	35	78
2047243	46	39	35	82
2047244	43	40	33	80
2047245	45	35	35	82
2047246	45	35	35	79
2047247	43	34	27	78
2047248	44	35	32	79
2047260	48	33	36	77
2047280	42	42	31	77
2047308	49	47	28	86
2047311	49	44	26	92
2047369	42	47	22	88
2047385	47	50	22	65
2047417	45	55	20	63
2047550	33	48	40	57
2047648	33	35	32	47
2047667	34	33	26	49
2047668	36	34	26	48
2047670	37	35	25	50
2047672	32	34	27	46
2047767	38	29	24	45
2047814	27	40	19	40
2047815	34	41	29	41
2047817	36	45	25	45
2047818	36	46	28	43
2047820	36	43	26	43
2047976	41	41	16	53
2048251	37	35	23	38
2048388	34	36	33	46
2048389	30	37	32	47
2048400	34	35	30	47
2048451	47	41	37	62
2048456	49	39	41	60
2048538	46	31	33	48
2048539	47	34	36	52
2048578	36	44	36	47
2048579	37	43	37	47
2048581	35	42	36	46
2048583	36	44	38	47
2048586	37	42	36	44
2048598	36	42	40	46
2048599	36	42	38	44
2048620	32	43	34	50
2048681	39	52	27	60
2048727	48	41	25	55
2048729	47	43	24	67
2048731	51	44	28	67
2048732	50	42	25	66
2048828	44	46	25	52
2049019	58	50	22	42
2049028	57	51	30	39
2049227	44	48	23	52
2049391	32	40	17	69
2049433	35	48	24	66
2049525	32	37	27	55
2049553	44	39	28	61
2049697	43	41	35	40
2049729	36	33	32	46
2050030	31	47	23	50
2050031	31	47	22	54
2050032	32	47	21	54
2050183	30	40	32	41
2050723	39	34	15	64
2050761	35	27	14	64
2050816	24	22	8	33
2050822	26	21	8	34
2050837	18	20	7	25
2050861	16	15	6	21
2050865	13	14	5	17
2050866	10	14	4	14
2050867	11	13	4	14
2050868	10	13	4	14
2050870	9	13	3	13
2050871	10	10	3	12
2050872	9	10	3	12
2050873	9	9	3	12
2050898	2	4	2	4
2051069	16	20	17	35
2051072	12	14	11	26
2051118	14	24	18	36
2051127	13	28	18	40
2051128	13	27	18	39
2051251	41	45	25	60
2051252	41	47	26	59
2051317	38	41	22	62
2051318	39	36	13	58
2051319	39	40	17	61
2051427	37	28	22	53
2051543	17	18	14	23
2051748	9	10	5	16
2051751	12	11	8	18
2051753	12	11	8	19
2051761	14	11	9	21
2051790	30	20	15	34
2051899	43	36	18	58
2051902	45	40	23	66
2051903	45	40	22	65
2051904	45	40	19	65
2051905	46	40	19	64
2052011	40	46	36	72
2052146	38	32	25	59
2052256	21	15	12	27
2052301	16	11	4	13
2052303	16	10	5	13
2052306	12	6	2	10
2052378	1	2	6	10
2052417	3	11	11	23
2052420	3	12	12	24
2052428	9	17	16	30
2052430	8	17	19	30
2052441	9	21	21	35
2052640	39	45	36	54
2052647	37	45	39	56
2052701	42	36	37	63
2052703	42	33	35	60
2052756	47	36	42	68
2052758	44	38	40	65
2052838	51	30	33	51
2052852	43	28	37	46
2052853	42	29	33	44
2052854	45	28	36	46
2052868	51	29	36	42
2052870	51	30	37	38
2052872	49	30	29	41
2052873	51	30	33	38
2052907	43	23	24	44
2052909	55	20	30	55
2052920	53	20	28	58
2052921	58	20	28	58
2052922	54	20	24	57
2052930	49	19	24	60
2052962	46	20	27	68
2052988	42	20	29	69
2053018	44	23	29	56
2053021	41	19	33	56
2053022	41	18	33	53
2053025	36	17	30	49
2053043	34	19	33	54
2053045	34	18	33	51
2053046	34	19	33	53
2053069	31	32	30	42
2053070	30	33	30	43
2053071	30	33	33	44
2053195	48	51	38	59
2053197	51	52	32	61
2053198	49	52	38	61
2053216	43	40	30	51
2053217	45	39	31	50
2053218	44	38	35	55
2053221	43	40	31	53
2053224	44	41	29	53
2053225	41	40	27	53
2053270	48	37	32	59
2053295	54	34	30	63
2053369	44	40	22	63
2053371	45	41	24	64
2053372	43	41	26	64
2053373	42	40	24	66
2053441	44	38	27	52
2053529	40	39	33	68
2053530	40	38	32	64
2053531	41	40	31	65
2053674	36	36	37	59
2053678	34	35	36	56
2053680	35	35	37	54
2053682	32	32	30	53
2053691	32	34	34	51
2053791	41	35	34	70
2053811	36	35	34	66
2053824	30	29	31	64
2053856	30	36	35	62
2053877	31	41	37	64
2053878	30	39	29	59
2053887	35	45	39	67
2053951	34	53	30	65
2053957	36	54	37	73
2054199	38	33	29	57
2054265	28	13	12	42
2054276	28	12	14	41
2054302	29	14	13	38
2054337	19	11	10	23
2054339	17	10	9	23
2054341	20	10	10	22
2054343	20	10	11	23
2054394	14	7	2	10
2054701	12	10	8	19
2054702	12	9	8	20
2054703	12	10	7	20
2054729	12	15	9	31
2054759	17	18	14	43
2054794	26	21	18	59
2055044	48	44	31	55
2055055	42	41	33	50
2055232	44	50	32	61
2055260	45	45	31	47
2055272	40	44	28	49
2055317	34	44	32	60
2055454	32	49	25	65
2055560	32	31	31	50
2055659	46	40	29	49
2055660	48	42	38	51
2055661	43	35	31	48
2055774	23	23	18	34
2055794	20	22	18	32
2055841	19	19	20	31
2055844	18	18	21	29
2055845	18	18	23	32
2055874	17	18	23	33
2056019	29	26	28	41
2056039	25	19	28	42
2056110	19	14	24	37
2056129	18	14	22	40
2056131	18	14	23	39
2056178	14	13	24	32
2056179	14	11	23	30
2056365	15	10	9	19
2056400	17	12	11	29
2056410	20	16	14	43
2056557	42	45	48	50
2056590	40	38	37	52
2056591	41	38	39	55
2056629	30	29	26	51
2056636	32	29	26	57
2056638	29	30	27	58
2056640	30	31	26	58
2056641	31	29	26	60
2056645	31	32	24	58
2056787	44	65	20	66
2056834	54	67	16	69
2056839	50	67	15	66
2056859	42	64	13	58
2056871	46	73	14	57
2056932	38	62	18	48
2056978	30	55	25	53
2057219	35	47	40	54
2057378	36	52	42	50
2057436	38	56	49	43
2057556	33	44	28	41
2057588	30	44	22	40
2057711	15	25	13	22
2057731	11	20	12	24
2057733	11	21	12	24
2057735	11	20	9	22
2057736	10	20	9	24
2057798	6	6	6	10
2057804	2	5	2	4
2057807	2	5	2	3
2060001	7	6	1	4
2060003	7	6	2	3
2060033	13	12	8	13
2060254	41	48	31	55
2060349	36	52	31	53
2060429	44	51	32	54
2060822	38	34	21	56
2060823	39	33	21	56
2060824	38	34	22	56
2060825	38	34	21	58
2060826	40	36	20	60
2060835	47	40	21	63
2060841	47	40	23	63
2060967	52	47	24	59
2060972	52	47	24	57
2060973	51	47	20	57
2060974	52	48	23	55
2060976	49	47	23	51
2060977	49	46	23	52
2060988	42	46	31	52
2060990	40	43	27	45
2060992	42	43	31	50
2061049	20	40	28	47
2061091	23	40	37	53
2061121	27	44	33	58
2061150	31	49	32	54
2061225	42	49	26	53
2061339	50	53	39	77
2061362	48	56	33	80
2061501	55	32	34	57
2061512	49	30	29	58
2061835	36	27	30	60
2061843	36	28	33	54
2061895	30	35	37	53
2061904	31	40	32	54
2062435	52	36	20	69
2062440	43	33	17	67
2062465	44	32	22	57
2062566	54	55	26	56
2062602	55	62	30	53
2062752	48	52	39	57
2062755	48	53	44	55
2062905	43	46	51	67
2062956	31	31	33	55
2063034	31	28	27	55
2063086	27	39	32	46
2063106	27	36	33	46
2063107	26	39	37	48
2063209	31	38	37	40
2063327	38	30	36	42
2063406	30	28	22	48
2063458	44	23	24	49
2063852	31	53	33	61
2063855	29	52	29	59
2063912	36	69	38	59
2063916	32	65	34	56
2063918	33	68	32	56
2063919	35	67	36	55
2063935	39	58	31	56
2063944	34	56	35	51
2063999	42	60	34	51
2064003	42	58	37	50
2064004	40	56	30	50
2064005	44	61	41	52
2064101	32	32	37	53
2064135	38	37	39	59
2064166	40	38	32	59
2064171	39	38	29	57
2064196	36	42	29	51
2064392	15	16	16	40
2064418	4	8	4	12
2064422	3	7	4	9
2064423	3	7	4	9
2064437	2	5	1	2
2064438	2	4	1	1
2064439	2	4	1	1
2064441	1	4	1	1
2064482	7	5	4	10
2064484	11	8	4	15
2064501	16	14	7	31
2064503	17	14	7	29
2064506	17	15	8	32
2064521	21	22	11	40
2064617	52	49	34	76
2064626	57	51	40	71
2064670	51	50	34	54
2064681	47	44	35	55
2064686	44	40	31	54
2064691	44	40	32	48
2064948	58	32	34	41
2065186	60	38	37	60
2065777	46	30	27	57
2065834	43	36	29	60
2065868	38	40	25	62
2065884	40	42	28	65
2065885	41	40	26	64
2065886	40	41	25	61
2065887	38	41	25	58
2065915	36	45	27	55
2065927	37	46	28	54
2066034	47	47	27	37
2066036	49	47	27	36
2066037	47	47	25	36
2066127	48	35	31	41
2066263	29	42	27	64
2066344	27	38	16	51
2066354	29	42	18	55
2066558	33	52	35	71
2066584	27	46	31	74
2066585	26	46	28	73
2066586	26	49	32	73
2066604	23	46	32	66
2066612	24	41	30	71
2066736	30	42	29	51
2066785	35	51	37	60
2066879	31	36	35	54
2067008	36	47	38	58
2067118	34	52	21	53
2067154	43	55	19	62
2067201	34	48	21	50
2067275	31	53	22	57
2067279	35	59	24	61
2067303	35	65	23	57
2067354	33	63	21	63
2067355	35	61	26	60
2067429	39	36	26	49
2067438	41	34	21	48
2067439	42	34	25	48
2067441	42	38	24	48
2067503	37	35	26	56
2067504	41	36	25	55
2067505	41	35	30	56
2067509	35	31	25	54
2067535	36	28	25	65
2067536	35	29	25	67
2067588	26	25	29	67
2067589	27	22	29	69
2067709	39	45	29	58
2067718	43	53	36	67
2067729	38	52	38	63
2067780	39	47	30	67
2067906	29	38	35	54
2068227	38	38	36	48
2068358	22	27	16	25
2068375	17	28	20	23
2068415	27	15	16	26
2068558	59	34	47	46
2068602	54	33	37	47
2068767	35	47	29	35
2068778	34	45	26	35
2068795	32	59	30	38
2068842	34	60	31	34
2068899	39	51	28	23
2069004	53	51	26	33
2069196	23	19	18	24
2069207	19	15	17	21
2069208	18	14	17	20
2069602	19	20	13	26
2069606	19	21	16	26
2069614	16	19	9	27
2069616	18	26	19	30
2069732	37	42	36	72
2069746	34	43	34	62
2069747	34	42	36	62
2069754	33	47	35	64
2069792	34	45	41	59
2069845	34	50	34	59
2069854	36	48	42	56
2069894	32	46	41	49
2069901	32	49	40	48
2069903	33	50	42	50
2069904	34	48	40	49
2069940	35	39	30	47
2070108	36	34	38	47
2070135	36	30	33	41
2070170	34	27	30	42
2070172	35	26	32	41
2070192	32	25	30	36
2070305	40	41	24	42
2070323	39	42	24	44
2070327	40	42	24	43
2070341	34	42	18	42
2070415	32	50	18	46
2070544	27	28	9	36
2070554	26	30	13	36
2070602	34	31	26	52
2070632	40	51	30	65
2070737	41	52	26	56
2070750	44	48	22	52
2070752	47	47	23	53
2070755	48	49	23	55
2070861	53	46	40	55
2070917	42	48	40	55
2070944	34	38	39	51
2071050	29	37	27	52
2071098	26	41	20	40
2071135	20	34	26	37
2071336	25	23	17	30
2071338	25	19	15	29
2071339	24	19	16	28
2071350	24	19	21	31
2071352	22	20	19	30
2071355	21	18	21	27
2071357	21	18	19	28
2071360	20	17	22	30
2071363	21	17	21	30
2071392	21	16	23	33
2071394	21	17	25	33
2071399	18	18	23	36
2071408	19	17	22	38
2071428	24	24	27	41
2071545	31	32	20	39
2071874	50	40	35	46
2071876	50	40	38	49
2071879	50	39	37	53
2071880	46	36	31	49
2071881	49	37	32	50
2071882	49	39	38	53
2071895	48	42	35	51
2071916	39	34	27	47
2072024	27	34	13	58
2072025	27	34	13	61
2072116	30	36	23	63
2072227	33	30	17	56
2072228	38	31	17	60
2072229	39	31	18	61
2072369	38	34	19	51
2072417	33	39	13	58
2072418	33	38	11	56
2072420	35	40	14	56
2072422	37	45	10	53
2072567	21	28	36	39
2072569	20	32	37	40
2072570	21	33	30	41
2072572	18	25	33	39
2072743	24	28	29	48
2072821	29	24	29	44
2072836	33	24	29	45
2072888	42	25	35	42
2072889	40	22	31	39
2072924	34	32	24	46
2072926	38	32	27	46
2072972	34	36	21	43
2073038	24	39	23	55
2073039	26	40	28	55
2073071	34	36	38	52
2073072	34	36	31	51
2073073	34	36	33	54
2073094	31	41	31	58
2073112	30	37	30	58
2073125	30	36	31	57
2073385	24	41	19	27
2073556	29	35	24	40
2073565	30	30	21	39
2073605	29	33	24	45
2073647	32	44	28	47
2073989	18	28	36	46
2074000	19	22	17	40
2074029	20	16	19	38
2074040	24	20	21	40
2074149	24	18	20	34
2074190	24	19	22	34
2074192	22	19	21	36
2074194	21	18	21	33
2074202	19	23	19	32
2074203	21	23	19	34
2074210	23	21	21	34
2074215	21	23	21	31
2074274	27	23	36	34
2074326	34	30	37	31
2074390	35	21	30	28
2074412	45	23	29	35
2074415	46	23	31	37
2074418	45	23	31	33
2074419	45	24	29	36
2074420	42	24	27	37
2074567	45	35	29	42
2074570	47	34	30	40
2074688	32	28	33	31
2074820	34	35	28	48
2074892	35	45	23	54
2074893	32	44	26	53
2074898	42	44	23	54
2074906	40	40	24	56
2074915	44	42	30	58
2074972	40	37	23	57
2074973	40	36	24	57
2074975	38	37	25	56
2075021	41	35	27	42
2075041	40	30	33	40
2075042	40	30	32	39
2075043	40	28	34	40
2075286	41	49	30	51
2075315	40	52	22	45
2075500	29	38	23	61
2075633	36	49	21	42
2075639	35	47	22	44
2075641	39	44	22	43
2075643	37	45	20	42
2075717	36	48	24	46
2075743	51	62	25	57
2075784	50	52	31	62
2075794	49	54	41	67
2075862	32	47	33	55
2075878	29	45	38	54
2075882	30	42	39	57
2076010	19	14	18	19
2076015	19	22	20	30
2076018	16	18	18	29
2076027	24	18	18	29
2076049	17	18	21	26
2076055	21	21	22	35
2076056	18	17	22	30
2076058	17	16	21	27
2076125	44	32	37	32
2076207	60	43	38	30
2076208	62	42	34	30
2076351	34	31	37	26
2076357	33	20	29	24
2076358	31	21	34	25
2076364	26	19	30	23
2076379	28	21	26	25
2076381	28	22	23	24
2076514	46	43	17	40
2076552	57	45	20	38
2076553	56	44	21	38
2076555	58	48	22	40
2076557	57	46	21	41
2076595	51	42	27	48
2076629	45	44	27	49
2076630	44	41	31	50
2076659	48	45	31	52
2076665	49	40	34	54
2076701	37	43	29	60
2076703	37	40	32	65
2076705	39	44	33	64
2076706	39	43	33	63
2076707	38	44	31	66
2076708	39	42	34	65
2076858	35	37	33	57
2076946	32	34	31	55
2077024	36	32	21	39
2077085	37	29	17	29
2077086	39	33	24	30
2077090	35	31	18	30
2077091	39	32	23	30
2077092	39	29	24	30
2077094	38	31	22	30
2077236	30	43	27	44
2077238	31	42	28	46
2077242	33	43	30	46
2077244	33	44	29	49
2077345	28	41	30	43
2077347	27	45	30	45
2077350	28	45	26	46
2077453	27	29	20	54
2077484	27	30	23	52
2077493	23	29	21	40
2077498	23	25	23	39
2077499	23	25	24	39
2077500	24	26	23	40
2077509	18	25	22	34
2077521	19	25	20	35
2077579	32	38	40	45
2077581	32	35	39	41
2077651	30	29	38	44
2077682	29	32	35	44
2077707	34	34	31	48
2077760	28	23	20	45
2077970	32	42	23	53
2078002	38	49	25	68
2078004	36	48	25	65
2078005	34	48	24	64
2078007	31	49	21	60
2078154	27	31	23	48
2078199	27	30	17	42
2078201	27	28	19	40
2078315	27	35	22	44
2078350	27	29	22	36
2078396	30	24	29	45
2078494	26	36	24	51
2078540	28	37	19	55
2078679	48	47	29	62
2078690	43	40	24	60
2078699	44	44	23	60
2078701	47	43	22	63
2078741	51	39	16	59
2078797	55	31	21	68
2078807	55	32	21	66
2078814	55	37	18	68
2078815	55	35	20	67
2078929	42	62	24	57
2079064	44	38	23	51
2079350	23	29	11	30
2079381	20	25	10	31
2079406	19	23	12	28
2079412	22	27	13	28
2079413	23	28	15	30
2079414	23	27	13	26
2079497	22	18	15	22
2079507	22	16	14	22
2079515	19	15	15	21
2079526	18	14	14	19
2079548	16	13	12	15
2079636	4	2	1	2
2079650	7	3	1	4
2080672	1	4	1	1
2080675	1	4	1	1
2080687	1	4	1	1
2080726	1	4	1	1
2080762	6	7	6	10
2080764	6	7	6	9
2080765	7	7	6	9
2080798	8	13	7	20
2080801	7	12	6	20
2080813	20	16	9	24
2080824	23	16	10	26
2080825	25	17	10	25
2080826	25	18	10	25
2080827	25	17	9	26
2080828	24	18	9	26
2080832	25	20	10	29
2080973	24	33	18	43
2081013	21	25	16	53
2081211	34	30	26	61
2081245	32	32	25	72
2081286	39	24	23	65
2081303	34	21	18	62
2081309	32	18	17	62
2081310	26	17	13	63
2081450	34	48	30	55
2081452	32	48	31	56
2081457	31	49	27	54
2081493	33	56	27	45
2081538	36	62	33	46
2081539	36	59	36	46
2081601	48	64	37	52
2081602	47	64	39	52
2081603	48	61	37	50
2081648	44	58	34	56
2081651	46	56	32	55
2081687	39	52	29	55
2081701	35	48	25	54
2081863	25	30	21	29
2081875	21	28	20	24
2081878	19	26	18	24
2081884	15	22	16	19
2081888	16	19	16	16
2081890	14	19	13	15
2081949	2	2	3	2
2081989	9	5	6	7
2082016	14	10	7	14
2082017	15	11	9	14
2082021	15	11	9	15
2082070	22	12	15	21
2082080	29	14	18	23
2082082	26	14	15	23
2082083	30	15	21	24
2082085	29	16	20	26
2082312	21	25	17	30
2082313	20	24	20	30
2082328	18	25	20	30
2082418	24	31	26	33
2082456	32	32	25	36
2082475	38	40	29	40
2082477	37	42	27	38
2082478	40	42	29	41
2082625	26	33	27	43
2082627	26	35	27	43
2082641	25	28	19	44
2082642	23	27	18	43
2082643	25	27	22	43
2082791	31	39	24	26
2082793	31	42	30	29
2082817	32	40	28	31
2082818	30	40	25	32
2082849	36	40	24	41
2082853	34	42	25	44
2082950	23	27	17	27
2082958	23	26	17	25
2082959	23	26	17	26
2082962	19	25	15	21
2082963	19	25	16	23
2082964	19	24	15	22
2082966	19	24	15	21
2082968	19	23	12	21
2082970	18	23	13	20
2082991	11	20	9	11
2083010	9	13	7	7
2083136	3	21	10	12
2083147	4	26	16	21
2083148	5	24	14	21
2083149	5	24	13	21
2083150	4	25	15	21
2083194	14	37	20	46
2083295	23	28	21	56
2083297	21	24	21	53
2083298	20	26	18	48
2083389	34	32	30	52
2083390	34	32	29	54
2083395	36	32	32	55
2083418	34	32	33	62
2083500	35	35	24	61
2083625	26	49	26	59
2083877	30	53	19	66
2083879	32	52	19	65
2083881	27	52	18	64
2083937	34	51	31	67
2083938	35	50	25	68
2083950	33	42	22	58
2084024	52	46	32	66
2084026	49	45	31	62
2084028	45	43	28	62
2084029	47	47	32	62
2084030	43	42	23	59
2084043	54	39	23	54
2084094	68	46	23	55
2084162	69	58	22	57
2084165	70	54	23	52
2084168	66	55	20	52
2084173	65	48	17	50
2084174	67	49	19	50
2084176	66	52	20	50
2084178	66	51	21	48
2084180	66	49	18	48
2084186	58	44	18	40
2084263	66	50	29	51
2084264	70	50	29	51
2084316	57	35	27	41
2084317	56	33	25	42
2084558	29	22	11	35
2084611	36	32	14	34
2084633	32	30	11	27
2084647	23	36	13	27
2084669	20	35	18	25
2084681	21	36	20	23
2084690	21	33	19	24
2084698	19	35	20	18
2084707	16	30	19	20
2084717	18	39	21	20
2084718	18	34	20	20
2084782	25	29	32	43
2084783	26	29	32	41
2084811	29	26	28	51
2084930	25	31	27	52
2085057	22	49	44	50
2085080	26	55	36	48
2085081	27	54	39	54
2085100	25	47	28	40
2085161	36	42	29	43
2085167	37	42	29	45
2085168	36	40	30	44
2085188	42	35	28	47
2085208	41	34	28	47
2085304	47	30	25	40
2085313	38	32	18	38
2085315	41	32	19	38
2085319	41	32	21	39
2085400	25	33	25	36
2085401	22	31	21	37
2085444	20	25	20	31
2085446	21	25	20	31
2085464	19	25	19	30
2085471	20	22	17	35
2085472	20	23	23	34
2085550	26	29	19	37
2085551	28	31	17	39
2085642	22	26	17	23
2085643	22	23	15	24
2085645	19	25	17	21
2085740	20	20	21	39
2085754	20	18	14	38
2085755	22	19	19	40
2085757	22	20	20	38
2085795	21	21	18	47
2085804	21	14	18	47
2085831	27	16	20	44
2085834	28	17	22	43
2085837	28	17	21	46
2085858	31	20	18	44
2085870	32	19	18	44
2085885	28	22	19	44
2085957	33	22	27	42
2086278	27	28	36	34
2086296	23	31	36	34
2086367	23	32	37	37
2086392	21	38	42	43
2086538	24	33	31	51
2086539	25	29	31	52
2086540	25	29	28	52
2086575	24	33	28	45
2086576	21	33	30	42
2086632	21	32	27	42
2086635	21	35	24	43
2086751	26	26	27	42
2086752	27	26	27	43
2086753	28	25	30	44
2086768	29	28	31	45
2086769	30	27	29	45
2086770	29	27	32	45
2086799	38	33	37	40
2086901	47	34	25	46
2086902	46	34	22	45
2086905	45	35	26	49
2086907	46	32	24	49
2086926	47	30	25	50
2086959	50	36	22	51
2086979	52	41	25	53
2086980	55	41	26	55
2086981	54	40	25	55
2086984	55	41	26	53
2086987	54	42	26	52
2086988	54	41	27	52
2087043	52	32	28	52
2087065	53	36	36	54
2087166	32	33	24	56
2087356	22	33	22	61
2087365	20	31	26	56
2087368	21	32	27	59
2087395	24	39	25	48
2087396	25	38	25	47
2087400	24	38	24	44
2087401	23	39	25	44
2087402	24	37	25	45
2087403	24	37	26	45
2087440	27	39	26	47
2087475	36	43	30	45
2087483	38	41	40	45
2087484	38	42	39	45
2087485	38	41	34	44
2087511	40	43	41	44
2087513	40	42	41	45
2087514	36	40	35	41
2087515	37	38	37	45
2087517	36	37	36	42
2087518	37	37	37	43
2087519	37	39	36	44
2087520	37	37	36	44
2087560	29	33	32	37
2087568	33	34	35	46
2087569	34	37	37	45
2087570	35	37	36	44
2087573	31	36	32	44
2087633	31	33	23	46
2087635	34	38	30	46
2087687	42	28	17	55
2087700	46	33	25	59
2087702	46	34	27	59
2087703	47	33	26	58
2087716	45	38	23	59
2087717	47	38	22	57
2087718	49	39	24	61
2087734	43	36	26	53
2087772	42	41	23	48
2087775	41	39	23	51
2087845	25	36	28	36
2087847	22	37	28	34
2087848	24	40	31	37
2087849	24	40	32	36
2088090	31	23	19	41
2088097	31	23	19	40
2088101	27	17	18	38
2088136	26	16	23	33
2088152	24	14	24	28
2088154	23	13	25	29
2088155	21	12	24	28
2088156	23	13	20	30
2088158	23	12	21	30
2088160	23	13	18	30
2088173	26	13	16	32
2088213	21	18	10	37
2088226	26	21	13	34
2088229	26	18	15	34
2088396	21	28	21	27
2088402	22	31	23	29
2088431	21	35	19	30
2088448	20	30	17	29
2088463	16	30	19	30
2088477	17	30	19	30
2088488	20	30	17	31
2088510	21	32	15	37
2088526	16	28	17	37
2088540	17	24	15	37
2088609	18	26	13	40
2088610	18	25	13	41
2088611	16	26	12	39
2088641	15	24	14	40
2088662	17	24	17	37
2088663	17	25	18	37
2088666	17	21	18	37
2088667	17	22	14	36
2088669	17	21	15	35
2088684	17	22	15	35
2088686	16	23	15	36
2088702	18	23	13	34
2088708	16	21	14	30
2088709	17	22	14	31
2088710	17	23	15	33
2088719	18	22	15	33
2088720	18	23	15	34
2088721	17	23	17	29
2088723	17	22	15	31
2088725	17	24	18	29
2088728	17	25	14	30
2088746	18	25	15	31
2088759	26	27	17	32
2088760	27	27	18	37
2088761	27	24	15	36
2088882	52	33	32	52
2088884	49	30	24	49
2088980	48	40	34	60
2088988	42	39	34	59
2088989	42	39	31	55
2089034	44	35	44	48
2089036	46	33	39	47
2089137	55	32	44	52
2089139	53	30	41	51
2089275	31	28	20	37
2089285	32	28	19	39
2089287	32	28	18	40
2089405	35	44	21	65
2089406	38	45	24	62
2089415	37	44	28	65
2089524	42	41	29	55
2089525	43	39	29	52
2089553	44	37	28	45
2089555	35	32	25	37
2089556	37	32	29	39
2089557	37	31	27	37
2089589	31	29	28	30
2089727	38	33	27	43
2089829	38	31	22	53
2089943	40	30	26	58
2089945	39	30	28	61
2089947	42	33	28	61
2090074	28	24	24	45
2090075	27	25	23	45
2090103	27	23	21	36
2090110	28	23	23	41
2090115	26	21	20	40
2090127	23	17	19	36
2090128	24	20	20	35
2090213	25	24	19	38
2090260	22	22	14	47
2090262	23	21	13	50
2090263	26	22	13	51
2090285	24	28	13	55
2090506	21	42	22	39
2090684	33	36	26	47
2090685	35	38	23	46
2090738	41	35	18	49
2090743	36	36	16	45
2090812	36	40	13	44
2090813	35	38	13	45
2090829	38	42	10	43
2090834	32	38	7	39
2090835	33	38	7	39
2091149	37	26	32	41
2091159	36	27	25	39
2091160	33	25	20	36
2091161	37	26	26	37
2091163	37	25	25	40
2091164	33	25	23	36
2091183	35	25	19	34
2091304	26	30	16	26
2091330	22	33	15	27
2091334	24	34	11	26
2091345	19	28	9	24
2091351	20	32	12	22
2091387	26	34	15	26
2091718	10	16	14	17
2092188	12	18	16	12
2092232	27	24	12	18
2092244	30	27	13	25
2092542	17	14	8	26
2092543	17	14	11	26
2092683	17	11	7	19
