site_id	Mock_3	Mock_6	Mock_1	Mock_5
1331198	10	16	12	16
1331226	8	16	12	15
1331239	8	15	13	16
1331243	9	18	16	16
1331342	3	5	15	8
1331345	3	5	16	8
1331348	3	5	17	9
1331360	4	8	15	8
1331366	5	8	15	8
1331447	8	9	10	15
1331494	10	12	8	17
1331510	9	9	9	14
1331526	8	9	7	13
1331548	7	9	9	15
1331555	7	9	9	15
1331557	7	8	9	17
1331580	4	7	10	20
1331581	4	7	10	20
1331609	7	6	12	21
1331610	7	6	11	21
1331636	16	6	12	20
1331796	13	4	8	6
1331800	13	4	8	6
1331801	13	4	8	7
1331802	13	4	8	6
1331833	6	4	8	5
1331979	9	9	12	6
1331987	12	11	16	7
1332030	4	10	15	9
1332048	3	12	16	10
1332049	3	12	16	11
1332050	3	12	15	11
1332078	2	9	11	12
1332093	2	9	11	10
1332111	2	9	9	9
1333054	14	5	8	12
1333055	13	4	8	13
1333158	11	8	11	14
1333205	14	10	14	9
1333222	13	9	14	11
1333238	14	7	13	11
1333287	16	10	9	9
1333358	9	5	2	5
1333583	7	6	8	9
1333586	7	5	7	9
1333589	7	5	7	9
1333619	6	4	5	7
1333637	4	3	4	6
1333655	5	1	4	3
1333657	5	1	3	4
1333667	4	1	3	4
1333872	5	3	6	8
1333892	5	3	7	10
1333898	5	3	6	10
1333930	7	3	3	9
1333939	6	4	4	11
1333944	8	4	5	10
1333985	8	5	11	12
1334395	16	4	8	12
1334414	17	4	9	12
1334463	15	7	9	13
1334481	12	9	12	15
1334505	10	11	8	11
1334519	11	11	12	12
1334660	10	8	10	11
1334671	10	9	7	13
1334705	8	9	6	13
1334759	6	11	5	8
1334789	6	11	5	4
1334857	5	9	5	4
1335030	6	11	7	1
1335115	8	12	10	6
1335152	11	11	9	7
1335155	10	11	9	7
1335205	9	11	12	5
1335458	8	5	3	5
1335465	8	7	3	5
1335466	8	7	3	5
1335541	6	9	1	19
1335542	6	10	1	19
1335546	6	10	1	19
1335898	11	15	4	9
1335925	14	8	7	10
1335946	14	9	7	9
1335947	14	10	7	11
1335948	13	6	6	12
1335952	15	10	7	16
1336076	8	10	10	7
1336094	11	15	11	9
1336095	11	15	11	8
1336096	11	16	12	7
1336097	11	14	12	8
1336172	9	14	12	10
1336472	9	13	5	15
1336509	10	12	8	15
1336523	5	12	9	14
1336610	12	3	11	7
1336614	11	3	9	7
1336628	10	4	12	8
1336631	10	3	13	8
1336634	10	5	13	8
1336762	12	11	13	12
1336763	11	11	14	12
1336781	13	10	10	12
1336783	13	10	10	12
1336784	13	10	9	13
1336848	15	6	7	13
1336850	16	6	7	13
1336851	16	6	7	13
1336863	15	7	7	13
1336864	14	8	7	13
1336866	14	6	7	12
1336869	15	6	7	13
1337084	14	6	1	10
1337285	15	5	4	5
1337299	13	5	5	5
1337755	1	2	3	3
1337957	5	8	5	7
1337959	5	9	5	7
1337991	4	6	6	3
1338037	3	8	5	4
1338358	5	2	1	5
1338509	14	8	6	11
1338536	15	9	6	14
1338540	15	9	6	14
1338551	16	11	3	16
1338570	13	12	2	16
1338574	16	13	2	18
1338575	16	12	2	18
1338576	16	12	2	18
1338612	11	12	3	19
1338613	10	12	4	19
1338614	10	12	3	16
1338851	9	14	5	7
1338886	9	14	7	7
1338963	7	17	5	10
1339008	5	16	8	9
1339042	7	15	8	11
1339043	7	16	8	11
1339074	11	17	11	14
1339075	11	17	11	14
1339076	11	16	10	14
1339084	14	18	12	14
1339085	14	18	11	13
1339087	14	17	12	14
1339139	13	12	11	7
1339192	12	12	10	7
1339193	13	12	10	8
1339204	11	12	8	9
1339224	10	11	10	10
1339301	5	14	7	16
1339398	3	10	9	15
1339462	5	13	17	17
1339472	5	16	17	16
1339499	4	14	17	15
1339524	5	14	15	14
1339527	5	15	14	13
1339531	6	15	17	14
1339613	6	17	16	9
1339692	6	15	16	10
1339693	7	15	16	10
1339694	7	15	15	10
1339696	7	15	15	9
1339697	8	15	14	9
1339705	8	14	12	9
1340083	1	1	2	14
1340384	7	4	11	11
1340451	1	2	2	6
1342911	14	5	12	13
1342913	14	5	11	14
1342915	13	6	12	13
1342987	17	10	11	14
1343060	9	6	6	5
1343064	9	5	6	5
1343073	3	5	3	3
1343590	11	2	6	5
1343597	10	3	6	5
1343654	14	7	10	6
1343669	15	11	11	10
1343670	14	12	9	11
1343740	9	15	14	17
1343744	9	16	13	16
1343819	8	9	17	21
1343921	8	8	13	15
1343927	8	10	13	16
1343961	5	8	11	9
1344007	8	6	14	6
1344029	10	6	17	5
1344042	11	7	17	7
1344117	15	9	13	9
1344158	12	11	9	17
1344189	14	12	10	18
1344190	10	11	9	17
1344192	11	11	9	18
1344213	13	10	7	15
1344214	10	10	7	16
1344227	12	9	8	17
1344253	11	8	11	18
1344307	13	9	13	19
1344308	12	9	14	19
1344309	11	7	13	19
1344363	8	12	13	18
1344364	8	12	13	19
1344368	8	13	11	19
1344369	8	14	12	21
1344371	8	14	11	19
1344372	8	14	11	21
1344374	8	14	12	21
1344454	4	11	10	15
1344517	6	9	17	20
1344526	7	8	17	16
1344669	13	5	10	12
1344720	14	8	8	17
1344721	14	8	8	17
1344722	14	8	9	17
1344774	12	8	8	17
1344778	11	9	7	18
1344817	9	7	5	12
1344877	7	7	6	11
1344878	8	7	6	11
1344884	8	7	6	11
1344909	7	8	5	9
1344989	9	10	13	12
1345026	11	8	11	12
1345027	11	8	11	11
1345028	11	8	11	11
1345029	11	8	11	12
1345030	10	8	11	12
1345031	11	8	11	12
1345067	10	5	9	11
1345118	10	6	6	10
1345136	7	7	3	9
1345137	7	6	3	9
1345138	9	6	3	10
1345229	6	14	5	18
1345493	17	11	6	16
1345524	15	12	7	16
1345598	12	17	3	14
1345639	14	16	4	10
1345697	13	13	6	8
1345713	12	10	6	7
1345730	14	11	9	9
1345731	16	9	9	9
1345733	15	12	10	9
1345845	16	10	11	20
1345879	15	8	9	20
1345880	17	8	8	20
1345882	15	8	8	20
1345961	14	7	10	14
1346112	15	17	9	7
1346313	8	7	14	10
1346326	8	7	14	13
1346385	10	8	13	15
1346451	6	4	4	13
1346553	7	5	4	8
1346554	7	5	4	8
1346563	7	7	4	8
1346572	6	7	4	7
1346657	7	4	2	6
1347913	4	1	8	9
1347951	6	4	11	11
1347979	5	4	10	10
1347984	6	4	10	11
1348038	8	7	7	10
1348042	8	8	7	10
1348043	8	8	7	10
1348090	9	8	7	9
1348130	8	8	8	10
1348131	8	9	8	10
1348132	8	9	8	10
1348192	5	6	11	8
1348194	6	6	10	8
1348195	6	5	10	7
1348196	6	6	12	8
1348198	6	5	13	10
1348199	6	6	12	10
1348260	6	9	10	13
1348319	9	14	11	11
1348327	10	14	11	11
1348344	10	14	9	10
1348345	10	14	9	10
1348347	10	13	8	8
1348348	10	13	7	8
1348475	12	9	7	8
1348575	7	9	11	8
1348689	6	8	4	8
1348792	6	4	5	7
1348794	6	4	5	8
1348799	6	5	5	7
1348831	8	7	5	8
1348832	8	8	6	7
1348833	8	8	6	7
1348834	8	8	6	7
1348862	9	6	4	8
1348981	10	9	11	5
1348982	10	9	11	5
1348984	10	9	12	5
1348986	9	9	12	5
1348987	10	9	13	5
1349017	13	13	11	4
1349253	9	15	8	5
1349258	11	15	6	5
1349268	10	16	7	4
1349269	11	16	7	5
1349270	11	16	7	5
1349418	14	13	7	10
1349420	15	13	7	10
1349422	16	13	7	10
1349437	14	9	5	10
1349440	16	11	7	10
1349441	16	11	7	10
1349442	16	11	7	8
1349591	11	5	7	4
1349667	6	6	10	6
1349668	6	6	10	6
1349670	6	6	10	6
1349743	5	8	12	8
1349803	10	10	12	6
1349816	13	10	12	4
1349987	11	6	12	6
1350014	12	3	12	8
1350109	15	10	11	7
1350189	8	12	14	4
1350225	8	10	12	5
1350266	3	7	14	7
1350913	4	10	10	4
1350922	5	10	11	3
1350974	5	4	13	1
1351287	11	9	9	9
1351578	1	5	1	6
1351724	9	5	9	14
1351775	5	9	5	14
1351787	5	10	7	14
1351979	15	8	9	16
1352093	10	12	5	11
1352133	5	15	2	10
1352285	3	4	11	6
1352432	14	3	6	13
1352484	17	4	7	8
1352580	14	5	6	5
1352726	3	4	5	9
1353063	7	8	10	10
1353066	6	8	10	10
1353072	7	6	9	7
1353674	14	16	7	8
1353699	14	15	6	7
1353722	14	16	6	5
1353754	7	13	7	5
1353776	7	11	6	5
1353962	3	6	1	6
1353992	5	12	4	10
1354052	3	18	9	20
1354063	3	18	10	18
1354092	4	17	10	15
1354139	4	15	7	14
1354140	4	14	7	12
1354141	4	15	7	13
1354174	5	12	5	10
1354311	3	6	6	12
1354401	2	2	3	2
1355210	17	3	6	7
1355393	11	9	9	8
1355434	10	9	11	9
1355480	8	7	7	7
1355571	5	8	8	8
1355687	14	10	9	14
1355988	12	15	16	18
1355990	12	15	17	17
1356045	6	15	14	17
1356046	6	15	15	18
1356047	6	15	15	18
1356089	7	11	17	16
1356090	7	11	15	16
1356134	7	9	15	15
1356137	7	9	13	11
1356138	7	9	13	11
1356139	7	8	12	12
1356335	3	3	4	7
1357201	9	3	10	5
1357446	10	11	17	10
1357605	13	15	10	16
1357626	13	16	10	15
1357645	13	16	6	15
1357652	13	16	8	16
1357660	15	15	7	14
1357662	17	17	7	14
1357663	15	16	6	14
1357684	15	15	6	17
1357686	15	15	6	16
1357797	15	13	10	16
1357825	15	10	12	18
1357865	17	8	11	17
1357892	17	6	9	16
1357896	17	6	9	16
1357914	17	9	10	15
1357916	16	9	9	15
1357946	17	10	8	18
1357947	17	10	8	18
1357993	9	11	9	17
1358436	8	11	10	8
1358541	12	11	14	12
1358543	12	12	15	12
1358544	12	13	15	13
1358571	12	14	14	13
1358576	11	14	7	12
1358633	9	14	11	17
1358650	7	13	9	13
1358674	6	10	12	16
1358736	3	7	11	20
1358755	4	7	12	17
1358756	4	7	12	18
1358757	4	7	12	18
1358758	3	7	11	18
1358759	4	7	11	16
1358762	4	7	10	17
1358764	4	8	9	18
1358766	4	7	10	19
1358778	4	7	10	13
1358782	4	6	9	14
1358783	4	6	9	14
1358825	2	6	5	14
1358860	1	7	5	13
1358861	1	7	4	14
1358862	2	7	4	14
1358864	2	7	3	14
1358865	3	7	4	12
1358956	6	10	3	12
1359010	7	14	7	14
1359011	7	13	7	14
1359013	7	14	7	15
1359356	3	9	3	15
1359432	1	4	4	10
1359440	2	4	4	10
1359450	2	4	6	10
1359466	5	6	7	10
1359506	9	10	9	15
1359536	9	10	9	15
1359538	9	11	8	14
1359589	10	14	7	14
1359618	7	8	3	12
1359806	9	8	1	1
1359848	14	12	7	4
1359849	14	13	7	4
1359928	10	10	7	4
1360165	5	7	2	6
1360224	6	9	3	9
1360279	8	9	3	5
1360284	7	10	3	5
1360347	9	10	4	5
1360349	9	10	4	5
1360422	4	9	4	11
1360453	6	9	3	13
1360537	6	4	2	10
1361408	2	5	4	6
1361411	2	7	4	6
1361413	3	7	4	6
1361458	7	9	8	12
1361557	15	12	9	15
1361561	15	10	9	15
1361605	17	11	10	11
1361606	16	12	10	14
1361607	16	12	10	14
1361610	12	12	9	15
1361613	12	12	9	14
1361616	12	12	9	13
1361757	7	3	13	10
1361838	14	11	11	16
1361898	15	12	13	16
1361942	11	14	17	13
1361992	9	15	13	17
1362001	7	15	15	16
1362025	6	17	17	12
1362042	6	16	15	13
1362058	8	16	14	10
1362090	9	15	11	12
1362094	9	17	10	9
1362549	2	5	3	7
1362648	4	8	10	13
1362678	4	12	13	14
1362722	4	12	14	10
1362724	3	12	13	10
1362753	4	8	12	8
1363973	3	8	4	2
1364011	5	7	2	3
1364075	7	8	11	8
1364076	8	8	12	8
1364078	8	8	12	8
1364488	4	18	12	6
1364510	4	14	10	6
1364763	5	6	5	3
1365255	4	3	4	5
1365289	4	6	4	6
1365313	5	9	4	7
1365318	6	10	5	7
1365319	6	10	5	6
1365320	6	10	5	6
1365465	3	7	1	8
1365468	2	6	1	8
1366211	7	8	5	6
1366351	10	3	2	10
1366825	3	3	3	4
1367249	5	12	4	6
1367253	6	13	4	7
1367254	6	14	3	7
1367273	8	16	7	9
1367275	8	16	7	8
1367352	8	18	13	12
1367356	11	18	11	14
1367394	9	14	9	14
1367402	7	11	9	14
1367403	7	11	9	13
1367453	8	4	11	14
1367454	8	4	10	14
1367505	6	5	8	8
1367724	2	1	7	5
1369041	1	4	2	3
1369043	1	4	3	4
1369044	1	5	3	4
1369045	1	5	3	4
1369050	1	5	3	4
1369078	2	6	9	9
1369080	2	6	9	9
1369115	4	10	14	10
1369117	4	10	16	11
1369119	4	9	16	10
1369148	6	11	17	13
1369191	6	14	17	11
1369192	7	15	15	11
1369194	7	14	16	11
1369206	7	15	17	13
1369224	9	15	15	9
1369250	8	18	13	12
1369264	7	14	9	11
1369270	6	15	9	10
1369395	5	9	7	10
1369490	5	7	10	14
1369524	12	5	9	16
1369545	14	6	9	14
1369549	17	7	9	14
1369550	17	7	9	14
1369693	15	18	8	15
1369699	10	18	8	14
1369700	12	18	8	15
1369744	16	18	8	12
1369746	15	18	8	12
1369899	14	7	17	7
1369945	9	7	17	5
1370021	10	9	11	7
1370023	10	10	11	7
1370079	10	11	10	8
1370081	11	9	9	8
1370092	6	8	8	7
1370165	11	8	9	14
1370167	10	8	9	13
1370168	11	8	9	13
1370214	13	5	8	17
1370219	13	5	9	18
1370225	13	4	9	19
1370296	10	9	8	15
1370297	10	7	8	16
1370301	9	7	8	16
1370304	9	6	7	13
1370383	9	11	5	9
1370445	7	12	4	8
1370457	11	12	4	8
1370458	11	12	4	8
1370535	16	11	5	7
1370608	11	10	6	7
1370649	8	11	7	6
1370672	8	14	5	5
1370675	7	14	5	5
1370717	9	12	8	8
1370738	10	10	9	8
1370740	10	10	8	8
1370743	9	10	8	8
1370745	10	10	6	8
1370780	9	6	6	6
1370797	6	6	8	10
1370820	5	4	8	10
1370840	6	2	6	12
1371000	8	12	7	9
1371050	11	11	8	8
1371068	14	13	7	6
1371070	15	12	8	7
1371149	15	7	3	14
1371229	7	4	3	16
1371231	7	4	3	16
1371241	7	4	2	17
1371242	7	4	3	16
1371243	7	4	3	19
1371245	6	4	3	20
1371270	5	6	3	20
1371273	5	6	3	20
1371275	5	5	3	20
1371282	6	6	4	21
1371284	6	7	5	20
1371380	9	6	12	13
1371385	9	5	12	12
1371388	9	5	12	12
1371416	8	2	14	6
1371418	9	3	14	6
1371485	11	9	13	8
1371506	13	14	11	9
1371509	12	15	11	7
1371512	13	15	11	7
1371520	13	16	11	5
1371566	13	18	8	6
1371586	16	15	9	11
1371635	12	16	3	7
1371652	10	13	3	6
1371654	11	14	3	6
1371655	11	14	3	7
1371657	11	15	5	9
1371658	11	15	5	9
1371660	11	17	5	8
1371668	11	16	5	9
1371901	11	6	8	8
1371902	11	6	8	8
1371906	10	6	8	8
1371939	13	5	7	9
1371955	12	6	8	10
1372314	11	6	7	13
1372392	12	5	6	9
1372444	9	2	12	9
1372484	4	7	17	17
1372487	4	6	17	15
1372550	5	12	14	15
1372562	5	12	11	14
1372582	9	15	10	15
1372596	7	15	10	17
1372601	7	16	9	16
1372626	8	14	6	12
1372633	9	9	5	9
1372635	9	10	5	8
1372743	4	6	4	3
1372808	5	11	4	10
1372826	6	13	5	11
1373047	5	16	12	9
1373060	4	10	9	9
1373084	3	13	10	11
1373234	6	17	7	13
1373235	6	17	6	12
1373254	7	10	7	10
1373312	13	11	10	13
1373334	15	12	12	15
1373335	15	12	12	15
1373362	14	14	12	17
1373426	15	17	11	19
1373432	16	17	10	18
1373443	15	17	10	17
1373462	13	13	7	14
1373484	16	12	8	14
1373485	15	11	8	15
1373525	13	12	7	16
1373538	16	13	8	19
1373558	17	10	6	17
1373609	15	9	7	16
1373706	17	16	10	12
1373722	14	16	11	13
1373731	14	16	11	13
1373790	12	14	15	14
1373802	9	11	16	19
1373873	10	5	15	19
1373874	11	5	15	20
1373875	11	5	15	20
1373876	11	5	15	20
1373881	12	4	15	20
1373957	13	13	11	15
1373959	13	13	11	14
1374021	13	18	12	16
1374022	13	18	12	15
1374024	12	18	12	13
1374027	14	17	13	14
1374033	13	17	13	13
1374107	14	11	8	9
1374131	12	7	8	9
1374170	9	10	7	7
1374171	8	9	5	7
1374185	6	9	5	7
1374263	8	9	5	10
1374288	10	10	3	14
1374329	10	5	7	14
1374330	10	5	7	14
1374338	11	6	8	15
1374339	11	6	9	16
1374344	11	6	10	15
1374412	7	7	14	13
1374446	5	8	12	14
1374447	5	8	12	14
1374451	6	8	10	15
1374462	6	8	9	20
1374478	7	10	9	20
1374479	7	11	10	20
1374481	7	11	10	21
1374485	7	12	10	21
1374487	7	12	10	20
1374495	10	13	8	20
1374525	12	14	8	19
1374528	12	15	8	19
1374529	13	14	8	19
1374562	11	18	7	19
1374596	13	18	8	19
1374597	17	18	8	17
1374598	17	18	8	17
1374601	16	18	9	18
1374737	10	15	10	10
1374747	8	16	8	8
1375479	3	8	11	9
1375493	3	8	11	9
1375621	8	9	6	10
1375710	14	10	9	14
1375768	8	7	9	11
1375769	8	7	9	10
1375827	6	8	6	6
1376316	5	2	6	3
1376481	6	5	5	6
1376554	8	7	6	9
1376583	8	10	8	16
1376589	7	10	8	16
1376618	4	9	6	16
1376630	5	10	6	18
1376677	7	13	7	20
1376796	6	7	8	16
1376871	6	7	10	7
1377069	13	13	10	7
1377070	12	13	9	7
1377072	13	11	9	7
1377097	12	14	8	6
1377218	9	13	3	7
1377220	9	13	3	6
1377221	9	13	3	7
1377222	9	12	3	7
1377258	8	13	6	5
1377259	6	12	6	5
1377260	8	13	6	5
1377262	8	13	6	5
1377265	8	15	6	5
1377269	8	14	6	6
1377310	6	14	11	5
1377328	4	14	13	4
1377348	3	11	12	4
1377410	1	9	8	4
1377413	1	9	8	4
1377414	2	10	10	4
1377415	2	7	10	4
1377417	2	9	11	3
1377495	6	11	6	4
1377498	7	12	7	5
1377500	7	12	6	6
1377501	7	12	6	5
1377503	7	12	6	7
1377506	7	12	6	7
1377507	7	12	7	7
1377537	7	11	9	11
1377538	7	12	8	10
1377578	5	12	15	11
1377775	9	12	16	9
1377778	10	12	16	8
1377781	10	12	16	10
1377784	10	11	15	9
1377792	12	11	14	12
1377793	12	10	13	11
1377795	12	12	12	11
1377796	12	12	11	11
1377799	13	12	11	15
1377822	12	11	9	16
1377843	13	13	10	15
1377845	14	13	9	18
1377846	14	12	9	16
1377865	17	11	6	21
1377866	17	12	6	21
1377880	16	10	5	21
1377882	15	11	5	20
1377883	16	10	5	21
1377884	16	11	5	20
1377885	16	11	5	21
1377886	16	11	5	20
1377887	15	10	3	19
1377938	14	8	4	17
1377959	11	5	5	12
1377966	11	4	5	12
1377993	10	2	2	12
1377997	9	2	3	12
1377999	9	2	4	13
1378101	6	4	8	8
1378146	7	6	8	5
1378148	7	6	8	4
1378166	7	6	9	4
1378181	7	8	9	6
1378193	11	8	10	4
1378201	10	8	8	4
1378233	10	11	9	4
1378248	8	10	7	6
1378249	9	10	7	7
1378252	8	9	8	6
1378287	16	12	7	9
1378288	16	12	8	9
1378293	17	11	7	8
1378352	15	15	8	17
1378353	14	15	9	18
1378355	15	15	7	20
1378357	15	16	9	20
1378370	14	16	10	21
1378517	17	14	11	20
1378658	8	7	6	7
1379101	17	18	8	13
1379109	16	17	9	13
1379164	17	14	7	12
1379208	15	8	10	11
1379246	10	7	10	8
1379249	9	7	11	11
1379251	9	7	8	10
1379252	9	7	10	9
1379303	13	8	9	12
1379464	6	2	3	8
1379474	6	3	3	10
1379506	6	5	4	16
1379508	6	5	3	14
1379573	6	8	9	18
1379574	6	8	9	18
1379676	4	12	9	16
1379686	5	15	8	18
1379721	6	15	5	15
1379723	5	16	5	13
1379724	6	17	5	15
1379735	7	16	5	16
1379792	10	14	7	8
1379812	11	16	6	9
1379872	8	10	8	7
1379943	6	7	8	8
1380164	6	4	2	7
1380165	6	5	2	7
1380166	6	5	2	7
1380168	6	5	2	4
1380169	6	5	2	4
1380170	6	5	2	4
1380279	10	5	10	8
1380332	7	10	15	7
1380335	8	9	14	7
1380341	8	10	14	7
1380343	7	10	14	8
1380366	7	8	16	5
1380530	12	8	13	13
1380547	9	8	14	11
1380652	11	12	9	11
1380915	9	13	16	15
1381099	10	4	2	10
1381100	8	4	2	10
1384198	5	6	4	4
1384209	6	6	5	5
1384542	3	6	11	1
1384864	5	3	10	1
1384870	4	4	10	2
1384874	5	4	10	2
1384877	4	4	9	2
1384891	2	4	5	3
1384893	2	4	5	3
1384900	3	4	6	3
1384901	2	4	5	3
1384902	3	4	6	3
1384907	2	4	6	4
1384913	4	5	7	4
1384995	7	11	11	13
1384999	9	11	14	14
1385000	9	12	13	14
1385019	8	13	13	15
1385062	11	11	15	11
1385071	9	12	14	9
1385088	10	11	13	9
1385101	9	14	12	6
1385149	8	8	10	7
1385151	9	9	10	6
1385152	9	9	9	6
1385218	10	11	4	6
1385222	10	12	4	5
1385253	14	11	4	5
1385266	13	11	4	5
1385282	15	12	5	8
1385283	14	12	5	8
1385301	9	15	6	9
1385302	10	15	6	9
1385328	10	13	5	11
1385375	11	11	9	13
1385415	10	13	8	15
1385423	11	14	8	13
1385424	12	14	9	13
1385425	13	14	11	15
1385580	17	8	6	6
1385581	17	8	6	6
1385640	13	8	15	6
1385643	13	8	17	7
1385644	13	8	17	7
1385672	10	8	15	8
1385713	10	10	16	9
1385790	6	9	10	11
1385791	6	9	10	11
1385792	6	9	8	11
1385907	9	9	8	8
1385908	7	10	8	8
1385913	8	11	10	12
1385925	9	10	9	12
1385949	9	10	9	15
1385955	9	7	9	15
1385997	7	7	7	12
1386054	4	2	6	10
1386055	4	3	6	9
1386057	1	3	3	5
1386207	6	7	7	15
1386228	5	7	9	16
1386241	5	7	9	18
1386390	3	15	11	10
1386430	2	4	6	7
1386436	1	3	6	7
1386443	1	4	7	7
1386445	1	4	7	7
1386458	2	4	7	6
1386460	2	4	7	6
1386463	3	4	8	6
1386466	3	4	8	6
1386484	4	3	4	5
1386488	4	3	5	3
1386489	4	3	5	3
1386490	4	3	5	3
1386492	4	3	4	3
1386938	9	6	7	5
1386978	3	4	6	5
1386979	3	5	6	5
1386982	3	5	6	5
1391371	3	4	5	10
1391376	4	5	9	17
1391395	5	5	8	17
1391493	3	6	17	21
1391525	3	10	15	17
1391526	3	10	15	17
1391527	3	10	14	17
1391528	3	10	16	17
1391735	12	7	7	18
1391736	12	7	7	18
1391738	12	7	7	18
1391755	12	7	11	16
1391872	17	15	17	10
1391884	16	13	17	10
1391941	11	10	13	8
1391952	10	10	13	8
1391962	11	9	13	8
1391998	9	8	12	11
1392008	8	7	10	8
1392020	8	11	8	9
1392021	7	9	6	9
1392022	7	12	6	11
1392028	7	12	4	8
1392041	7	14	5	9
1392067	8	15	5	9
1392080	8	14	6	10
1392121	9	12	6	10
1392191	10	7	11	7
1392217	9	7	9	7
1392355	11	11	7	9
1392366	10	10	8	9
1392371	10	12	10	9
1392426	14	17	10	9
1392589	6	8	7	9
1392628	5	15	12	11
1392753	6	16	14	13
1392841	8	9	11	16
1392865	8	10	12	15
1392868	8	10	12	16
1392870	9	10	12	16
1392915	13	12	9	10
1392918	11	10	9	9
1392920	11	12	8	10
1392921	11	12	8	10
1392927	11	12	10	9
1392932	11	14	10	9
1393000	16	12	10	9
1393066	10	7	15	15
1393070	10	8	17	15
1393109	16	13	13	16
1393250	17	10	6	18
1393264	14	11	10	20
1393282	16	12	10	18
1393285	16	11	11	18
1393406	12	18	11	7
1393504	12	11	8	15
1393605	11	4	11	11
1393622	12	7	11	16
1393793	10	15	16	19
1393794	9	14	16	20
1393796	9	14	16	20
1393838	10	16	16	18
1393883	7	12	17	16
1393889	7	11	16	17
1393917	7	10	16	10
1393920	7	9	14	9
1393932	7	8	15	11
1393933	6	8	16	12
1393944	6	6	13	14
1393947	5	7	11	14
1393948	5	6	11	13
1394004	5	3	6	10
1394044	5	3	5	9
1394816	5	9	9	9
1394826	7	10	9	8
1395005	8	17	14	17
1395006	10	13	14	17
1395023	11	11	14	18
1395105	12	14	13	15
1395111	9	12	11	12
1395130	8	13	11	9
1395304	4	12	9	10
1395366	7	13	12	15
1395368	7	11	12	15
1395369	7	12	11	15
1395372	6	14	10	15
1395373	6	14	10	15
1395374	6	15	12	16
1395399	5	13	14	19
1395401	5	14	15	17
1395405	5	14	14	17
1395406	5	14	14	17
1395471	3	13	17	12
1395544	10	9	15	8
1395546	10	8	15	8
1395547	10	8	14	8
1395551	10	8	16	7
1395553	10	9	15	7
1395555	9	9	15	10
1395556	10	9	16	10
1395561	10	6	14	9
1395641	12	7	8	12
1395642	12	6	7	13
1395645	12	6	8	13
1395646	13	6	6	12
1395648	12	6	7	13
1395903	10	14	14	13
1395904	10	14	14	13
1395906	10	16	13	12
1395908	11	16	13	13
1395912	13	16	14	10
1396031	13	11	6	15
1396048	16	15	10	16
1396055	14	13	10	14
1396194	12	7	16	15
1396221	14	9	17	10
1396271	17	9	12	7
1396276	17	10	13	6
1396472	6	8	16	5
1396510	10	4	17	9
1396512	11	4	16	9
1396525	11	3	17	10
1396526	11	3	17	10
1396595	12	5	9	17
1396673	8	11	3	12
1396775	3	8	3	6
1396806	2	5	3	8
1396820	2	5	3	7
1396839	2	9	3	8
1396877	4	11	6	9
1396941	6	8	8	8
1398406	6	2	2	4
1398487	6	4	5	9
1398651	1	1	6	5
1398754	9	15	7	15
1398760	11	15	8	18
1398761	11	13	8	18
1398763	9	13	8	16
1398777	11	12	8	15
1398796	12	14	9	16
1398797	12	14	8	16
1398910	2	1	5	2
1398912	2	1	4	2
1398913	2	1	4	2
1402662	6	12	5	10
1402864	8	7	9	10
1403079	3	2	1	1
1403080	3	2	1	1
1417770	2	7	4	5
1417772	2	6	4	5
1417804	4	10	7	13
1418190	10	11	7	21
1418426	17	8	17	13
1418679	8	11	13	15
1418695	9	11	14	14
1418914	11	8	4	21
1419009	12	5	6	19
1419025	12	5	11	18
1419132	6	7	10	12
1419149	9	7	10	13
1419157	8	7	10	12
1419158	8	7	9	12
1419159	8	7	9	12
1419164	7	6	8	11
1419186	8	9	7	11
1419189	8	9	7	11
1419199	6	9	7	10
1419346	6	5	5	14
1419484	13	15	3	13
1419567	8	15	2	14
1419621	2	12	2	14
1419791	13	9	5	13
1419807	12	10	6	13
1419825	13	12	4	13
1419860	9	17	4	12
1419918	7	17	6	8
1419969	14	18	8	14
1420060	16	11	7	12
1420067	15	11	6	14
1420070	15	11	6	14
1420089	11	8	4	10
1420090	11	8	5	10
1420220	6	12	9	5
1420272	5	7	8	8
1420323	3	9	14	10
1420611	11	15	14	21
1420646	9	11	12	17
1420713	12	13	15	19
1420968	16	14	10	15
1420974	17	15	9	14
1421048	10	17	9	17
1421049	10	18	9	18
1421071	14	15	9	17
1421072	14	15	9	17
1421073	12	15	8	18
1421152	15	18	10	21
1421155	16	18	10	21
1421167	12	17	9	21
1421189	14	16	9	16
1421206	14	14	10	15
1421209	13	14	9	13
1421211	13	15	8	14
1421223	12	14	10	12
1421236	12	10	8	18
1421240	12	12	6	17
1421301	11	8	10	12
1421302	11	9	11	12
1421303	11	9	11	13
1421375	9	15	15	20
1421376	8	15	16	20
1421377	9	15	16	19
1421383	7	15	16	16
1421386	6	14	16	16
1421387	8	15	16	19
1421388	7	15	16	19
1421390	8	14	16	18
1421420	7	13	16	16
1421459	9	12	12	17
1421477	15	9	12	20
1421504	13	8	12	14
1421538	13	10	8	10
1421552	14	9	8	11
1421608	14	10	9	11
1421654	8	9	3	8
1421800	2	12	15	8
1421802	2	12	15	9
1421831	2	13	9	11
1421845	2	13	13	13
1421846	2	12	13	13
1421892	4	11	11	14
1421901	4	13	11	14
1421935	5	12	9	17
1421955	6	12	8	16
1421963	6	12	9	16
1421964	6	10	9	13
1421972	7	13	9	15
