site_id	ASM_48	ASM_49
1067007	0.027	0
1067042	0	0.0339
1067052	0.0455	0
1067053	0.0435	0
1067119	0.0247	0
1067185	0.0244	0
1067195	0.038	0
1067201	0.0361	0
1067225	0	0.0256
1067228	0	0.0244
1067257	0	0.0233
1067267	0.0286	0
1067268	0.0278	0
1067380	0.0328	0
1067492	0	0.0303
1067536	0.0741	0
1067538	0.0755	0
1067540	0.0727	0
1067610	0	0.0222
1067626	0.0308	0
1067628	0.0308	0
1067646	0	0.0217
1067650	0	0.0222
1067674	0.0299	0
1067685	0.0429	0
1067689	0.0423	0
1067774	0.0328	0
1067777	0.0328	0
1067917	0.0253	0
1068095	0	0.0274
1068206	0.0278	0
1068244	0.0308	0
1068311	0.0225	0
1068358	0	0.0357
1068395	0	0.0339
1068397	0	0.0345
1068472	0.0263	0
1068488	0.0471	0
1068542	0	0.0299
1068545	0	0.0286
1068546	0	0.027
1068557	0	0.0303
1068570	0.058	0
1068700	0	0.044
1068710	0	0.0187
1068734	0.025	0
1068771	0	0.0185
1068779	0	0.02
1068786	0	0.0182
1068799	0	0.0182
1068840	0	0.03
1068841	0	0.0291
1068850	0	0.02
1068856	0.0312	0
1068926	0	0.033
1068930	0	0.0222
1068931	0	0.0217
1068933	0	0.023
1068935	0	0.023
1068990	0	0.0395
1068991	0	0.0361
1069003	0.0247	0
1069056	0	0.027
1069057	0.0161	0.0429
1069058	0	0.0294
1069205	0.0115	0.0118
1069207	0.0115	0.0361
1069208	0	0.0241
1069230	0	0.0506
1069267	0.0139	0.0123
1069319	0	0.029
1069321	0.0508	0
1069322	0.0508	0
1069324	0.0508	0
1069353	0.0192	0.0143
1069359	0.0385	0
1069360	0.0364	0
1069361	0.0364	0
1069365	0.0357	0
1069471	0.0448	0
1069472	0.0462	0
1069474	0.0448	0
1069488	0.0154	0.02
1069618	0	0.0282
1069659	0	0.0263
1069829	0	0.0238
1069830	0	0.023
1069850	0.0357	0
1069890	0.0133	0.0114
1069915	0.0353	0
1069919	0	0.0288
1069920	0	0.0294
1069921	0	0.0306
1070052	0	0.025
1070064	0.0476	0.0141
1070065	0.0469	0.0145
1070160	0.0139	0.0147
1070214	0.0411	0
1070226	0	0.027
1070236	0	0.0299
1070237	0	0.0312
1070309	0.0345	0
1070358	0.0349	0
1070359	0.0361	0
1070361	0.037	0
1070366	0.037	0
1070435	0.025	0
1070524	0	0.0267
1070569	0.0222	0
1070697	0	0.0303
1070715	0.0152	0.0156
1070742	0.0145	0.0278
1070745	0.0149	0.026
1070747	0.0152	0.0256
1070750	0.0149	0.0256
1070751	0.0145	0.0247
1070752	0.0145	0.027
1070878	0.0274	0
1070880	0.027	0
1070895	0.0111	0.037
1070930	0.0244	0
1071026	0.0351	0
1071028	0.0339	0
1071029	0.0328	0.0109
1071059	0.02	0.0143
1071061	0.0179	0.0128
1071062	0.0182	0.0127
1071384	0.0192	0
1071385	0	0.0455
1071412	0.0192	0
1071422	0	0.0233
1071459	0.0182	0
1071463	0.0185	0
1071470	0.0185	0
1071472	0.0182	0
1071473	0.0185	0
1071479	0	0.0244
1071480	0.0185	0
1071482	0	0.0476
1071484	0.0192	0
1071485	0	0.0244
1071490	0	0.0238
1071491	0	0.0244
1071492	0	0.0233
1071526	0.0204	0
1071542	0.0192	0
1071551	0.02	0
1071555	0.0392	0
1071561	0	0.0312
1071562	0	0.0323
1071563	0	0.0323
1071710	0	0.0286
1071712	0	0.029
1071758	0.0179	0.0128
1071760	0.0179	0.0127
1071875	0	0.0233
1071877	0	0.0233
1071881	0	0.0241
1071883	0	0.0238
1071947	0	0.0294
1071952	0.0333	0
1071954	0.0323	0.0154
1072031	0.0317	0
1072061	0	0.0333
1072097	0.0267	0
1072101	0.0267	0
1072197	0	0.0286
1072265	0	0.025
1072327	0.013	0.0145
1072367	0.0256	0.0114
1072369	0.0132	0.0115
1072504	0	0.0317
1072653	0.0303	0
1072773	0.0152	0.0154
1072775	0.0156	0.0154
1072795	0.0339	0.0137
1072901	0	0.0328
1072906	0	0.0308
1072907	0	0.0317
1072913	0	0.0263
1072922	0	0.0244
1072923	0.0164	0.0141
1072924	0.0167	0.0141
1072925	0.0172	0.0417
1072926	0	0.0294
1072928	0	0.0423
1072929	0	0.0278
1072931	0	0.026
1072981	0.0312	0
1073022	0.0286	0
1073038	0.0137	0.0139
1073048	0	0.0247
1073049	0	0.025
1073059	0	0.027
1073060	0	0.0253
1073061	0	0.026
1073063	0	0.0256
1073074	0	0.0395
1073076	0	0.0395
1073077	0	0.0417
1073187	0.0154	0.0133
1073197	0	0.0253
1073332	0	0.025
1073333	0	0.0263
1073343	0	0.04
1073345	0	0.0385
1073417	0	1
1073418	1	0
1073419	0.75	0
1073420	1	0
1074294	0.286	0.368
1074463	0	0.0189
1074488	0.0417	0
1074511	0	0.0667
1075116	0	0.0213
1075118	0	0.0426
1075125	0	0.0204
1075131	0.027	0
1075209	0	0.0189
1075304	0	0.2
1075311	1	0
1075312	0	0.5
1076060	0	0.143
1076061	0.333	0.25
1076062	0.333	0.182
1076064	0.286	0.167
1076089	0.0435	0
1076292	0	0.029
1076302	0	0.0308
1076308	0	0.0172
1076373	0.0345	0
1076740	0	0.0323
1076881	0.0244	0
1077290	0.0303	0
1077295	0.0244	0
1077296	0.0238	0
1077298	0.0238	0
1077299	0.0227	0
1077303	0.0217	0
1077304	0.0213	0
1077305	0.0213	0
1077308	0.0213	0
1077491	0.0323	0
1077535	0.0645	0
1077558	0	0.025
1077570	0	0.0235
1077583	0.0164	0.0105
1077584	0.0154	0.0103
1077585	0.0172	0.0109
1077617	0.0145	0.0099
1077620	0	0.0211
1077667	0.0417	0
1077668	0.0426	0
1077701	0	0.0172
1077702	0	0.0179
1077704	0	0.0185
1077706	0	0.0175
1077708	0	0.0179
1077721	0	0.0208
1077733	0.0417	0.0294
1077734	0.0455	0.027
1077736	0.05	0
1079992	0	0.25
1080022	0.0667	0
1080024	0	0.0526
1080025	0	0.0526
1080268	0.0455	0.0115
1080269	0.046	0
1080271	0.046	0
1080272	0.046	0
1080417	0.0545	0
1080418	0.0698	0
1080419	0.087	0
1080595	0.0233	0
1080598	0.0238	0
1080602	0	0.0196
1080608	0.0357	0
1080609	0.0333	0
1080611	0.0312	0
1080815	0	0.0333
1081049	0.0299	0
1081479	0	0.0208
1081480	0	0.0208
1081481	0	0.0213
1081483	0	0.0222
1081506	0.0222	0
1081527	0	0.0244
1081543	0	0.0294
1081547	0	0.0294
1081554	0	0.0455
1081556	0	0.0455
1081557	0	0.0455
1081665	0.0455	0
1081673	0	0.05
1081690	0.0263	0
1081817	0.0312	0
1081818	0.0312	0
1081821	0.037	0
1081861	0.0714	0
1081987	0	0.222
1082062	0.0377	0
1082137	0	0.0351
1082147	0	0.0213
1082160	0	0.0227
1082239	0.375	0.333
1082254	0.0588	0.0417
1082255	0.0556	0.0417
1082256	0.0541	0.04
1082258	0	0.0417
1082405	0.0541	0.02
1082496	0	0.0435
1083040	0	0.5
1083041	0	0.5
1083159	0.0435	0
1083160	0.037	0
1083169	0	0.0312
1083193	0.0208	0
1083204	0.0196	0
1083316	0.0189	0.0182
1083416	0.0253	0
1083469	0	0.0333
1083471	0	0.0323
1083617	0.0169	0.0244
1083620	0	0.0253
1083841	0.013	0.0147
1083842	0.0128	0.0147
1083843	0.0127	0.0149
1083921	0.0312	0
1083991	0.0145	0.0135
1083992	0.0149	0.0141
1083993	0.0152	0.0137
1084086	0.0286	0
1084125	0.0225	0
1084168	0.0211	0
1084232	0.0208	0
1084233	0.0208	0
1084237	0.022	0
1084291	0.0123	0.0156
1084420	0.037	0.0116
1084421	0.0357	0.023
1084422	0.0364	0.0227
1084569	0.0351	0.0274
1084571	0.0351	0.0139
1084572	0.0339	0.0137
1084573	0.0345	0.0135
1084575	0	0.0256
1084576	0	0.0323
1084579	0	0.0312
1084599	0	0.0312
1084605	0.0175	0.0152
1084690	0	0.0375
1084691	0.0143	0.038
1084724	0	0.0274
1084726	0	0.0278
1084751	0.0161	0.0132
1084752	0.0161	0.0137
1084753	0.0164	0.0133
1084757	0	0.025
1084758	0	0.0244
1084759	0	0.0247
1084760	0	0.0247
1084763	0	0.0375
1084826	0.0274	0
1084833	0	0.0198
1084840	0	0.0319
1084842	0	0.0306
1084843	0.0147	0.0111
1084847	0	0.0227
1084852	0.0328	0
1084906	0	0.0196
1084907	0	0.0202
1084909	0	0.02
1084911	0	0.0189
1084912	0	0.0185
1084913	0	0.0187
1085145	0	0.0253
1085195	0	0.0361
1085196	0.0172	0.0366
1085200	0	0.0345
1085215	0	0.0278
1085339	0.0164	0.0333
1085340	0.0164	0.0326
1085349	0	0.0241
1085419	0.0299	0
1085453	0.0563	0
1085469	0.0253	0
1085473	0	0.0196
1085474	0	0.0206
1085475	0	0.0211
1085549	0	0.0297
1085618	0.0476	0
1085619	0.0513	0.0119
1085622	0	0.0238
1085625	0	0.0253
1085626	0	0.0247
1085650	0.0286	0
1085692	0	0.0172
1085697	0	0.0345
1085698	0	0.0492
1085699	0	0.0333
1085746	0	0.0263
1085839	0	0.0235
1085864	0	0.0217
1085869	0	0.0213
1085877	0	0.0217
1085902	0.0465	0
1085947	0	0.0319
1085949	0	0.0217
1086048	0	0.0211
1086050	0.0238	0
1086052	0.0241	0
1086096	0	0.0225
1086153	0.0145	0.0115
1086177	0.0282	0
1086289	0	0.0357
1086300	0.037	0
1086337	0	0.0222
1086356	0	0.0508
1086357	0	0.0508
1086396	0.0263	0
1086489	0.0444	0
1086492	0.0444	0
1086495	0.0444	0
1086505	0	0.0395
1086506	0	0.0395
1086517	0	0.0282
1086562	0.0303	0
1086580	0	0.0204
1086585	0.0455	0
1086587	0.0465	0
1086605	0.0204	0
1086667	0.0377	0
1086669	0.037	0
1086724	0	0.029
1086731	0.0299	0.0132
1086733	0.0154	0.0133
1086736	0.0317	0
1086738	0.0145	0.0135
1086739	0.0308	0
1086747	0	0.029
1086811	0.0312	0
1086813	0.029	0
1086815	0.029	0
1086819	0.029	0
1086867	0.0282	0
1087085	0	0.0208
1087288	0.0426	0
1087363	0.0244	0
1087368	0.0233	0
1087406	0	0.0182
1087421	0	0.0169
1087429	0	0.0189
1087497	0.06	0
1087499	0.0588	0
1087500	0.0577	0
1087579	0.0161	0.0247
1087586	0.0308	0
1087590	0.029	0
1087612	0	0.0317
1087624	0.0317	0
1087645	0.027	0
1087646	0.027	0
1087730	0.0278	0
1087738	0	0.0339
1087767	0.0132	0.0159
1087789	0.027	0.0164
1087794	0	0.0308
1087833	0.0299	0
1087919	0.0357	0
1087966	0	0.0274
1088007	0	0.0286
1088066	0.0244	0
1088084	0	0.023
1088449	0.0333	0
1088450	0.0167	0.0125
1088451	0.0339	0
1088453	0.0182	0.0127
1088584	0	0.0233
1088588	0	0.0267
1088679	0	0.0215
1088735	0	0.0247
1088744	0	0.029
1088745	0	0.029
1088761	0	0.0274
1088800	0.0667	0.0161
1088815	0	0.0303
1088816	0	0.0303
1088849	0	0.0339
1088888	0	0.0333
1088893	0	0.0323
1088900	0	0.0323
1088945	0.0377	0
1088966	0	0.0339
1089027	0.0286	0
1089042	0	0.0159
1089048	0.0278	0
1089058	0.027	0
1089059	0.0263	0
1089061	0.027	0
1089065	0.0263	0
1089067	0.0263	0
1089068	0.0286	0
1089075	0.0263	0
1089086	0	0.0169
1089088	0	0.0175
1089089	0	0.0172
1089099	0	0.0339
1089196	0.0179	0.0132
1089240	0	0.0227
1089277	0	0.0225
1089380	0.0435	0
1089381	0.0417	0
1089383	0.0435	0
1089405	0.0256	0
1089454	0	0.0317
1089473	0	0.0253
1089495	0	0.0241
1089530	0.0361	0
1089531	0.0357	0
1089533	0.0361	0
1089681	0.0286	0
1089682	0.0286	0
1089685	0.0286	0
1089686	0.0278	0
1089734	0.0375	0.0114
1089736	0.0122	0.0323
1089738	0.0244	0
1089740	0.0241	0
1089743	0	0.0288
1089745	0	0.0291
1089751	0	0.0225
1089781	0.0241	0
1089783	0.0235	0
1089785	0.0244	0
1089786	0.0244	0
1089833	0.0274	0
1089834	0.027	0
1089835	0.0274	0
1089853	0	0.0225
1089884	0.0274	0.0114
1089888	0.029	0
1089932	0.0267	0
1089935	0.0241	0
1089994	0.00909	0.0143
1090035	0.00952	0.0152
1090036	0.00952	0.0159
1090037	0.00917	0.0156
1090038	0.00926	0.0317
1090049	0.018	0
1090079	0.0196	0
1090185	0.0137	0.0137
1090186	0.0132	0.0135
1090187	0.0133	0.0143
1090188	0.0132	0.0145
1090522	0.025	0
1090555	0.0244	0
1090582	0.0241	0
1090634	0.0225	0
1090635	0.0225	0
1090636	0.025	0
1090698	0	0.026
1090782	0.0217	0
1090784	0.0225	0
1090785	0.0222	0
1090788	0.0213	0
1090789	0.0225	0
1090963	0.0267	0
1090984	0.0294	0
1090985	0.0278	0
1091037	0	0.0217
1091087	0	0.0194
1091103	0.0267	0
1091205	0.0286	0
1091241	0	0.0213
1091467	0	0.0267
1091538	0.0377	0
1091559	0	0.029
1091560	0	0.0303
1091561	0	0.0282
1091562	0	0.0282
1091563	0	0.0278
1091658	0	0.0323
1091659	0.0161	0.0308
1091660	0.0159	0.0312
1091709	0	0.0556
1091712	0	0.0508
1091739	0.0351	0
1091809	0	0.0317
1091810	0	0.0323
1091966	0.04	0
1091967	0.0345	0
1091996	0.0227	0
1091997	0.0235	0
1092001	0	0.0423
1092002	0.0233	0
1092003	0	0.0286
1092020	0.0238	0
1092053	0	0.0235
1092092	0	0.0241
1092113	0.0341	0
1092116	0.0353	0
1092141	0.0278	0
1092142	0.0278	0
1092145	0.0282	0
1092146	0.0274	0
1092147	0.0274	0
1092148	0	0.026
1092150	0	0.0253
1092151	0	0.038
1092211	0	0.0215
1092440	0.0333	0
1092444	0.0333	0
1092487	0	0.029
1092496	0.0714	0
1092497	0.0364	0
1092499	0.0377	0
1092501	0.037	0
1092589	0.0256	0
1092592	0.0256	0
1092593	0.0256	0
1092594	0.0253	0
1092645	0.0328	0
1092647	0.0308	0
1092777	0.0217	0.0109
1092853	0	0.0317
1092919	0	0.029
1092920	0	0.0286
1093063	0	0.0317
1093070	0	0.0328
1093079	0.0286	0
1093082	0.0274	0
1093208	0	0.0408
1093221	0	0.0204
1093259	0.0204	0
1093260	0.0204	0
1093262	0.0204	0
1093284	0.0182	0
1093337	0	0.0282
1093388	0.0328	0
1093425	0.037	0
1093427	0.0308	0
1093489	0	0.026
1093615	0.0263	0
1093616	0.026	0
1093619	0.0133	0.0135
1093663	0.0238	0
1093746	0	0.0375
1093765	0.0238	0
1093787	0	0.0263
1093798	0.0235	0
1093887	0.0247	0
1093923	0.0241	0
1093977	0	0.0253
1094219	0.0517	0
1094220	0.0508	0
1094221	0.0526	0
1094320	0.0182	0.0172
1094367	0.0517	0
1094370	0.0526	0
1094371	0.0508	0
1094372	0.05	0
1094373	0.0508	0
1094461	0	0.022
1094463	0	0.0208
1094465	0	0.0211
1094467	0	0.0211
1094468	0	0.0208
1094469	0	0.0208
1094552	0	0.0256
1094553	0	0.0253
1094582	0	0.0465
1094585	0	0.0241
1094609	0.0484	0
1094620	0.0161	0.0116
1094631	0.0339	0
1094700	0	0.02
1094702	0	0.0206
1094706	0	0.0185
1094707	0	0.0185
1094745	0.0282	0
1094834	0	0.0233
1094835	0	0.0238
1094848	0	0.0217
1094939	0.0274	0
1094945	0	0.0345
1094986	0	0.0282
1095181	0	0.0411
1095184	0	0.0417
1095287	0.0122	0.0147
1095308	0	0.0294
1095331	0	0.0361
1095332	0	0.0361
1095334	0	0.038
1095353	0	0.0274
1095449	0	0.0278
1095452	0	0.0247
1095453	0	0.0244
1095455	0	0.0238
1095574	0.108	0
1095861	0.0139	0.013
1095895	0.0116	0.0116
1096115	0.0253	0
1096204	0	0.0282
1096218	0	0.023
1096219	0	0.0238
1096368	0	0.0263
1096369	0	0.0263
1096421	0.0323	0
1096424	0.0167	0.0128
1096568	0.0339	0
1096570	0.0345	0
1096571	0.0351	0
1096605	0.0294	0
1096612	0.0317	0
1096664	0.0317	0
1096667	0	0.0204
1096724	0.0286	0
1096801	0.0282	0
1096874	0.0294	0
1096952	0.0357	0
1096953	0.0317	0
1096965	0	0.0241
1097104	0	0.0238
1097108	0.0357	0
1097203	0.0328	0
1097210	0.0312	0
1097217	0.0417	0
1097221	0.0395	0
1097222	0.04	0
1097223	0.0395	0
1097226	0.0395	0
1097315	0.0225	0
1097352	0	0.0235
1097353	0.0238	0
1097354	0.0114	0.0233
1097370	0.0395	0
1097371	0.0405	0
1097473	0	0.019
1097474	0	0.0192
1097475	0	0.0194
1097479	0	0.0196
1097480	0	0.019
1097508	0	0.0233
1097557	0	0.023
1097604	0.0328	0
1097606	0.0154	0.0112
1097615	0.0256	0
1097616	0.0238	0
1097629	0	0.02
1097631	0	0.0202
1097662	0.0244	0
1097719	0	0.023
1097756	0.0123	0.0115
1097766	0.0299	0
1097993	0.0118	0.0119
1097994	0.0118	0.0118
1098058	0.0253	0
1098143	0.0133	0.0154
1098144	0.0128	0.0156
1098219	0	0.0263
1098350	0	0.0294
1098497	0	0.027
1098498	0.0377	0
1098501	0.0385	0
1098504	0.0323	0
1098505	0.0328	0
1098508	0.0333	0
1098510	0.0328	0
1098549	0.0278	0.0139
1098550	0.0282	0.0137
1098649	0.0194	0
1098652	0.0213	0
1098655	0.0222	0
1098657	0.022	0
1098659	0.0233	0.0141
1098661	0.0222	0
1098875	0	0.0244
1098900	0.025	0
1099038	0.025	0
1099039	0.025	0
1099178	0.0132	0.0385
1099179	0	0.0268
1099180	0	0.0278
1099182	0	0.0275
1099188	0.0274	0
1099189	0.027	0
1099204	0	0.022
1099220	0	0.0211
1099317	0.0312	0
1099323	0.0147	0.0108
1099328	0.0159	0.0119
1099334	0	0.039
1099406	0	0.0253
1099465	0.022	0.012
1099468	0.0217	0
1099469	0.0222	0
1099474	0.0217	0
1099475	0.022	0
1099521	0	0.026
1099604	0.0169	0.0156
1099620	0.0448	0
1099738	0	0.0563
1099750	0	0.0274
1099795	0.0612	0
1099887	0.0484	0
1099929	0	0.023
1100089	0.0256	0
1100110	0.0247	0
1100137	0.0244	0
1100254	0	0.027
1100321	0.0303	0
1100360	0.0299	0
1100398	0.0435	0
1100399	0.0441	0
1100402	0.0448	0
1100409	0.0484	0
1100470	0.0179	0.0161
1100471	0.0182	0.0159
1100561	0	0.0303
1100615	0.0147	0.0152
1100616	0.0147	0.0149
1100632	0.037	0
1100692	0.0357	0
1100757	0.029	0
1100761	0	0.0247
1100831	0.0143	0.0111
1100833	0	0.0211
1100835	0.0137	0.0106
1100837	0.0147	0.012
1100929	0	0.0211
1100952	0	0.0319
1100964	0.0351	0
1100975	0.0299	0
1100979	0	0.0208
1101137	0.0135	0.0128
1101138	0.0263	0.0128
1101139	0.0133	0.013
1101143	0.0125	0.0133
1101176	0	0.0244
1101182	0	0.0241
1101191	0	0.0244
1101215	0.026	0
1101218	0.0278	0
1101290	0.0127	0.0104
1101388	0	0.029
1101390	0	0.0286
1101396	0	0.0323
1101525	0.0308	0
1101543	0	0.0225
1101562	0	0.0244
1101631	0.0282	0
1101702	0	0.0169
1101760	0.0141	0.00787
1101765	0.0135	0.00794
1101769	0.0133	0.0159
1101852	0	0.0278
1101853	0	0.0194
1101885	0	0.0183
1101887	0	0.0185
1101890	0	0.019
1101896	0	0.0194
1101897	0	0.0196
1101915	0	0.022
1101916	0.0119	0.0213
1101920	0	0.0213
1101921	0	0.0211
1101923	0	0.0211
1101925	0	0.0211
1101931	0.0123	0.0103
1102232	0	0.0282
1102260	0	0.0299
1102278	0	0.0256
1102279	0	0.0247
1102323	0.0312	0
1102364	0	0.0263
1102366	0	0.0263
1102368	0.026	0.026
1102377	0	0.0253
1102428	0	0.037
1102473	0.027	0
1102517	0	0.0392
1102518	0.0328	0
1102519	0	0.04
1102667	0.0476	0
1102679	0.0154	0.0189
1102957	0.0139	0.0111
1102966	0	0.022
1103069	0	0.025
1103132	0.0282	0
1103148	0.027	0
1103179	0.0267	0
1103275	0	0.0333
1103277	0	0.0333
1103299	0.0312	0
1103300	0.0345	0
1103303	0.0345	0
1103316	0.0364	0
1103361	0.037	0
1103423	0	0.0267
1103565	0.0116	0.0123
1103568	0.0123	0.0127
1103569	0.012	0.0122
1103570	0.0122	0.0125
1103572	0.0233	0.0119
1103719	0.013	0.0101
1103720	0.013	0.0101
1103754	0.0429	0
1103832	0	0.0309
1103873	0.0147	0.0106
1103904	0	0.0215
1103908	0.0123	0.0105
1103931	0	0.022
1103950	0.023	0
1104032	0.025	0
1104034	0.025	0
1104037	0.0241	0.00833
1104076	0.0227	0
1104128	0	0.023
1104152	0.0135	0.011
1104154	0.0135	0.0111
1104158	0.0133	0.0109
1104180	0.04	0
1104193	0.0139	0.0115
1104202	0.013	0.0115
1104206	0.013	0.0118
1104212	0	0.0227
1104256	0.027	0
1104257	0.027	0
1104258	0.0282	0.0235
1104267	0.0263	0
1104304	0.0274	0
1104307	0	0.0225
1104308	0	0.022
1104309	0	0.0222
1104313	0	0.023
1104333	0.0154	0.0241
1104336	0.0154	0.012
1104344	0.0137	0.0108
1104345	0.0135	0.0108
1104346	0.0137	0.0105
1104404	0.0278	0
1104405	0.0278	0
1104407	0.0282	0
1104411	0.0303	0
1104417	0	0.0211
1104421	0	0.0217
1104442	0	0.02
1104443	0	0.0204
1104456	0	0.0202
1104461	0	0.0192
1104561	0	0.0278
1104580	0.0208	0.0448
1104583	0	0.0411
1104585	0	0.0405
1104587	0	0.0411
1104592	0	0.0241
1104593	0	0.0233
1104607	0.02	0.0122
1104613	0.0377	0
1104731	0.0149	0.0306
1104758	0	0.0256
1104777	0.0278	0
1104778	0.0278	0
1104781	0.029	0
1104825	0.0253	0
1104885	0	0.0328
1104925	0.0317	0
1104927	0.0323	0
1104930	0.0455	0
1104931	0.0308	0
1104936	0.027	0
1104938	0.0267	0.0137
1104970	0.0267	0
1104973	0.0263	0
1104984	0	0.0267
1105034	0.0169	0.0278
1105036	0	0.0282
1105077	0	0.0278
1105086	0.0323	0
1105087	0.0312	0
1105088	0.0323	0
1105222	0.0111	0.0115
1105226	0	0.0238
1105242	0.0222	0
1105243	0.022	0
1105267	0.0274	0
1105278	0.0267	0
1105296	0	0.025
1105340	0.0267	0
1105341	0.0267	0
1105342	0.0278	0
1105373	0	0.0227
1105394	0	0.0235
1105400	0.0139	0.0132
1105457	0	0.0211
1105491	0.0274	0
1105493	0.0278	0
1105533	0	0.0308
1105535	0	0.0312
1105596	0	0.0333
1105618	0	0.0339
1105642	0.027	0
1105681	0	0.029
1105685	0	0.0278
1105704	0.0149	0.0149
1105705	0.0147	0.0145
1105728	0.0286	0
1105729	0.0282	0
1105730	0.0303	0
1105745	0	0.0476
1105746	0	0.0317
1105749	0	0.0317
1105799	0.0263	0
1105801	0.026	0
1105806	0.0263	0
1105807	0.0267	0
1105808	0.0263	0
1105809	0.0263	0
1105853	0.0123	0.0149
1105854	0.0123	0.0145
1105867	0.0361	0
1105869	0.0366	0
1105870	0.0357	0
1105875	0.0357	0
1105876	0.0353	0
1105877	0.0118	0.0143
1105879	0.0235	0
1105880	0.0238	0
1105881	0.023	0
1105954	0.0256	0
1105955	0.0256	0
1106017	0.0411	0
1106018	0.0253	0
1106019	0.038	0
1106021	0.0282	0
1106083	0.0141	0.0241
1106085	0.0149	0.0241
1106147	0.0119	0.0118
1106149	0.0247	0
1106151	0.025	0
1106170	0.026	0
1106172	0.0267	0
1106227	0.0119	0.0133
1106232	0.0119	0.026
1106233	0.012	0.0247
1106234	0.0122	0.0253
1106284	0.0125	0.01
1106291	0	0.0196
1106320	0.0282	0
1106322	0.0278	0
1106347	0.025	0
1106432	0.0156	0.0156
1106468	0.0333	0
1106491	0	0.0286
1106493	0	0.029
1106587	0.0227	0
1106597	0.0227	0
1106842	0.0222	0
1106981	0.0247	0
1107067	0	0.0233
1107151	0.0149	0.0122
1107239	0.0317	0
1107242	0.0294	0
1107245	0.0286	0
1107384	0.025	0
1107407	0.0253	0
1107455	0.0238	0
1107524	0.0395	0
1107529	0	0.0222
1107587	0.0213	0
1107720	0.0122	0.0588
1107723	0.0233	0.0577
1107753	0	0.018
1107857	0	0.0169
1107858	0	0.0168
1107864	0.0513	0.0594
1107867	0.0732	0.0612
1107870	0.0789	0.0612
1107871	0.0526	0.0625
1107873	0.05	0.0612
1107875	0.0256	0.0606
1107985	0.0286	0
1108000	0.0125	0.00917
1108006	0	0.0227
1108008	0	0.0225
1108055	0.0147	0.0119
1108086	0.0286	0
1108135	0.025	0
1108136	0.0238	0.00943
1108138	0.0235	0.00962
1108245	0	0.0222
1108280	0.0263	0
1108281	0.0267	0
1108287	0.0263	0
1108349	0	0.0286
1108528	0.0429	0.0145
1108529	0.0441	0.0143
1108530	0.0469	0.0143
1108596	0	0.0241
1108633	0.0135	0.0112
1108635	0	0.0235
1108643	0.013	0.0116
1108644	0.0128	0.0115
1108645	0.0263	0.0115
1108654	0	0.0202
1108657	0.0118	0.0102
1108677	0.039	0.0102
1108710	0.027	0
1108735	0	0.0189
1108739	0	0.0196
1108741	0	0.0196
1108745	0	0.0196
1108794	0.0116	0.0101
1108801	0	0.022
1108806	0	0.0698
1108932	0.027	0
1108978	0	0.0286
1108993	0	0.0253
1109098	0	0.019
1109099	0	0.0194
1109166	0.0222	0
1109224	0	0.0361
1109259	0.0225	0
1109316	0	0.0238
1109409	0.0345	0
1109568	0.0227	0.0135
1109594	0.0308	0
1109624	0.0308	0
1109643	0	0.0278
1109664	0.027	0
1109721	0.0282	0
1109858	0	0.0357
1109927	0	0.02
1109938	0.0385	0
1109939	0.0377	0
1109947	0.037	0
1109961	0.04	0.0161
1109962	0.0204	0.0161
1109965	0.04	0.0161
1109966	0.0392	0.0161
1109968	0.04	0.0161
1110196	0.0175	0.0143
1110198	0	0.0556
1110237	0.0312	0
1110272	0.0159	0.0119
1110294	0.013	0.0115
1110361	0	0.0233
1110362	0.0154	0.0247
1110363	0	0.0241
1110439	0.0357	0
1110513	0	0.0215
1110545	0	0.0274
1110578	0	0.0294
1110579	0	0.026
1110686	0.0196	0.0132
1110817	0.0185	0.0154
1110819	0.0185	0.0308
1110820	0	0.0312
1110826	0	0.0286
1110917	0	0.0204
1110922	0	0.0206
1110927	0	0.0217
1110929	0	0.0227
1110962	0.0177	0.0183
1110965	0.00909	0.0177
1110972	0.0357	0
1110973	0.037	0
1111017	0	0.0227
1111096	0.0385	0
1111097	0.0377	0
1111131	0	0.0215
1111249	0.0312	0
1111250	0.0299	0
1111257	0	0.0256
1111372	0.023	0
1111374	0.0222	0
1111375	0.0222	0
1111399	0.022	0
1111400	0.022	0
1111403	0.0253	0
1111414	0.0141	0.0137
1111416	0.0139	0.013
1111418	0.0139	0.0127
1111576	0.0339	0
1111730	0.0152	0.0351
1111731	0.0154	0.0172
1111771	0.0156	0.02
1111789	0.0323	0
1111799	0.029	0
1111802	0.0303	0
1111871	0.0182	0.0179
1111872	0.0182	0.0185
1111875	0.0179	0.0189
1111876	0.0185	0.0185
1111880	0.0175	0.0196
1111943	0.0351	0
1111948	0.037	0.0196
1111950	0.0364	0
1111952	0.037	0
1111970	0.0638	0
1111982	0.0364	0
1112098	0.0385	0
1112099	0.037	0
1112144	0.027	0.00952
1112186	0	0.0208
1112187	0	0.0217
1112188	0	0.0211
1112243	0.0222	0
1112245	0.0247	0
1112276	0.0227	0
1112279	0.0227	0.0119
1112282	0.0235	0
1112294	0.0263	0.0137
1112295	0.0263	0.0135
1112427	0.025	0
1112429	0.0361	0
1112430	0.0241	0
1112432	0.0235	0
1112566	0.0104	0.0106
1112655	0	0.023
1112701	0.0204	0
1112703	0.0213	0
1112704	0.0316	0
1112757	0	0.0194
1112797	0	0.0172
