site_id	W106_D5	W52_D1	W129_D5	W53_D1	W127_D5	W128_D5	W54_D5	W54_D1	W52_D5	W53_D5
2838009	15	65	25	46	67	67	59	29	64	74
2840077	2	24	6	6	12	13	10	7	4	14
2841300	14	16	11	21	48	39	61	14	47	45
2841301	14	17	11	21	48	40	61	14	48	44
2841302	13	17	11	21	48	41	56	14	47	45
2841657	10	57	24	37	42	65	63	21	47	53
2841658	10	56	24	35	42	61	60	21	49	50
2843058	8	44	28	33	62	57	54	34	68	80
2845686	1	9	7	6	4	3	7	3	8	8
2845696	1	8	10	6	2	3	6	2	6	5
2845698	1	10	10	10	3	4	6	2	8	6
2845699	2	13	11	13	7	9	6	5	10	6
2845701	2	12	8	11	8	8	8	6	8	6
2845702	2	11	8	13	8	9	6	6	6	5
2847430	4	57	15	34	29	33	38	30	21	38
2847431	4	57	15	35	29	32	39	32	21	38
2847432	5	55	15	35	28	33	39	30	20	36
2847434	4	49	12	26	20	27	34	25	17	26
2847515	1	20	4	8	13	12	7	13	9	7
2847517	1	21	6	8	12	12	6	12	9	6
2847898	14	184	66	131	47	61	71	83	57	76
2849566	11	86	26	65	32	37	31	34	33	36
2849581	8	59	14	40	18	24	24	21	27	26
2849634	2	9	3	7	8	6	10	6	11	13
2849636	2	9	2	7	6	6	9	6	11	13
2849637	2	7	2	4	7	4	7	5	10	12
2849639	2	7	1	4	7	4	7	5	9	12
2853180	7	146	63	108	40	36	61	102	57	50
2853181	6	146	67	104	40	37	61	101	58	50
2853182	7	145	66	103	41	37	59	103	56	50
2853698	16	142	64	93	43	59	75	79	94	69
2860833	10	10	5	5	46	56	57	4	52	53
2860834	9	10	5	5	45	59	59	4	53	49
2860982	6	38	34	40	26	26	28	14	45	51
2860985	7	38	33	41	23	21	28	15	40	48
2861029	3	7	6	7	7	8	4	1	14	8
2861030	3	8	6	7	8	8	4	1	13	9
2861032	3	8	4	7	8	8	3	1	12	9
2861034	3	8	3	7	7	8	3	1	12	9
2861061	1	9	8	7	14	13	7	7	11	14
2864004	6	122	42	89	55	47	59	62	48	56
2866014	17	48	10	40	35	53	86	35	64	55
2868973	4	15	4	12	11	13	15	6	12	5
2868974	4	15	4	12	11	13	15	6	11	5
2870301	3	16	8	8	6	7	6	6	9	4
2876193	6	11	2	6	4	6	3	6	3	2
2876194	6	11	2	6	4	6	3	6	2	2
2876195	6	11	2	6	4	6	3	6	2	2
2876197	6	21	4	13	5	6	6	9	5	7
2876198	6	22	4	13	6	6	6	9	5	7
2876200	6	22	4	13	6	6	6	9	4	7
2878334	7	29	11	19	11	8	13	21	11	14
2878335	7	29	11	19	11	8	13	21	12	14
2878339	7	34	11	19	13	8	13	22	11	15
2879120	6	56	14	32	24	16	18	24	13	17
2879201	2	26	13	13	6	7	6	10	9	6
2879203	2	28	12	13	6	7	6	10	8	6
2879217	4	66	22	28	16	17	18	27	19	18
2881268	11	8	2	3	64	66	77	3	73	77
2881364	17	13	11	9	75	72	100	10	100	94
2885619	3	3	3	3	7	4	10	5	8	9
2885620	3	3	2	3	8	4	8	5	8	9
2885622	3	3	3	3	7	4	9	2	7	9
2885626	2	2	2	2	5	2	8	2	3	8
2889388	15	31	7	18	47	52	76	13	58	73
2889538	12	49	6	27	56	50	70	20	54	53
2889654	6	17	2	9	35	32	35	6	21	35
2889664	5	19	2	9	35	33	38	6	24	38
2889667	5	18	2	9	34	31	39	6	23	31
2889668	3	18	2	10	32	32	40	6	21	29
2889702	2	14	1	6	18	20	28	2	11	19
2896028	9	44	41	36	52	50	62	25	67	43
2896030	9	49	44	37	54	51	66	24	70	46
2897186	13	6	75	7	66	51	83	3	74	62
2899090	20	33	72	29	89	82	69	21	64	100
2899695	19	3	65	1	44	59	72	3	64	67
2901324	1	51	9	23	14	9	17	26	12	21
2901325	1	48	9	21	15	9	17	27	12	21
2901326	1	48	9	23	14	9	17	27	11	21
2901327	1	49	9	23	14	9	16	25	11	21
2901329	1	43	9	20	15	9	16	25	10	20
2901338	1	25	4	6	4	4	7	14	4	8
2901339	1	24	4	6	4	4	7	14	3	8
2901340	1	23	4	6	4	4	7	14	3	7
2901356	2	6	6	1	3	7	1	2	9	3
2901357	2	6	6	1	3	7	1	3	9	3
2901394	6	31	14	28	8	14	7	18	19	15
2901395	6	34	16	33	9	14	7	18	19	14
2901396	8	33	16	34	9	13	7	19	19	16
2902357	23	170	71	131	71	77	69	82	100	71
2902358	25	171	66	132	73	76	67	81	99	69
2905149	4	13	9	9	22	14	29	9	24	30
2908711	5	18	3	12	19	34	23	10	17	30
2908712	6	19	4	14	22	33	27	10	18	32
2908751	9	18	4	15	36	54	51	10	39	38
2909476	3	6	1	8	47	53	54	8	63	56
2909478	2	6	1	7	48	51	53	8	63	54
2910948	9	14	17	9	36	34	48	7	52	52
2913457	2	87	20	44	27	25	31	35	22	32
2913461	2	76	17	38	24	20	24	33	16	24
2913543	1	10	3	6	5	5	3	5	2	3
2913544	1	9	3	7	7	7	3	5	1	3
2913546	2	13	3	9	7	7	5	7	4	3
2913553	3	25	4	13	6	9	9	11	9	6
2913554	4	22	4	12	10	10	9	10	10	6
2917531	21	36	27	41	57	65	81	21	63	75
2920557	17	16	4	17	51	45	48	10	55	52
2925780	3	4	5	4	9	4	9	3	7	6
2925782	22	64	25	47	56	65	85	43	77	92
2927873	21	47	26	17	56	41	64	35	73	72
2935313	24	26	33	24	79	72	88	17	79	93
2939417	20	23	8	17	71	55	86	16	69	86
2941068	7	12	3	13	43	67	41	10	59	58
2943287	21	10	3	8	72	54	67	8	60	48
2943689	25	9	8	5	81	86	91	5	69	61
2946350	15	105	36	82	45	55	58	50	48	63
2946352	15	111	37	84	51	60	62	53	51	67
2949180	4	1	1	4	2	1	6	1	8	7
2949181	4	1	1	4	2	1	7	1	8	7
2949182	4	1	1	4	3	1	6	1	10	8
2949210	6	18	8	14	24	14	33	3	24	20
2949593	17	10	15	5	44	59	78	11	58	87
2949594	16	10	16	5	47	58	82	12	60	85
2949596	17	15	17	5	50	63	85	12	61	90
2949598	16	15	18	5	49	60	83	12	59	88
2949599	17	15	17	5	48	58	82	12	57	88
2951119	12	6	2	7	72	63	77	7	92	73
2952913	7	13	2	11	24	18	24	6	29	27
2953066	4	9	5	20	2	2	6	9	4	1
2953070	4	9	5	16	2	2	6	9	6	5
2953071	5	11	5	20	3	2	7	9	6	5
2953273	10	12	3	7	33	26	30	7	23	36
2956548	1	9	4	4	5	8	2	2	3	5
2956552	1	10	4	4	6	10	2	4	3	6
2956553	1	10	4	4	6	10	2	4	3	6
2956556	1	10	4	4	6	10	2	4	4	6
2956557	1	10	4	5	6	10	2	4	5	6
2956558	1	10	4	5	6	10	2	4	5	6
2956559	1	10	4	5	6	10	2	4	6	6
2956574	1	18	8	13	10	19	8	8	7	8
2956575	1	18	8	13	10	18	8	8	7	8
2956597	1	29	14	20	14	22	13	13	8	16
2958628	10	137	51	92	33	30	37	50	46	51
2958629	14	154	59	101	41	31	44	60	50	55
2958634	13	155	59	95	42	28	40	62	50	56
2962437	6	166	41	137	54	57	55	82	41	45
2962440	7	175	42	137	58	59	59	86	44	50
2962449	7	168	38	128	55	52	56	84	43	46
2962451	7	181	41	137	58	56	54	88	45	53
2962454	7	175	41	135	59	53	52	86	49	47
2965096	22	42	3	43	61	88	73	16	69	63
2965460	2	9	1	7	17	14	14	2	19	19
2965690	3	12	3	11	5	2	5	3	15	5
2965691	3	14	3	12	5	3	5	3	15	5
2980848	13	35	3	21	66	93	92	26	89	89
2983451	21	191	48	113	38	52	63	88	68	52
2988779	20	48	10	33	71	57	91	25	81	105
2991015	19	60	65	45	70	72	85	18	101	81
2991019	20	61	61	45	66	66	87	20	94	79
2991021	20	59	59	46	67	66	89	19	90	79
2991022	20	60	59	44	66	66	87	19	88	80
2996722	3	8	8	4	10	16	13	7	11	4
2996730	3	7	4	3	7	8	5	6	10	2
2996748	2	1	1	1	7	16	4	2	13	7
2996754	3	1	2	1	8	21	5	4	15	8
2996792	10	14	4	9	18	38	15	8	31	16
2996793	10	15	4	9	18	40	15	8	33	17
2999965	13	168	70	98	56	55	46	90	63	44
3004410	15	65	14	53	14	18	34	27	27	29
3004482	2	18	6	19	3	1	4	9	4	6
3004484	1	18	6	18	3	1	4	9	4	6
3004489	1	18	6	17	2	1	4	9	3	5
3004490	1	18	6	18	2	1	4	9	3	5
3004492	1	18	6	16	2	1	3	9	3	6
3005731	17	7	9	8	63	59	64	3	61	91
3006789	23	15	6	9	38	82	61	8	65	54
3009344	8	40	9	32	24	20	22	14	21	17
3009353	5	34	4	28	20	19	21	13	15	17
3015287	7	67	13	40	42	46	53	36	48	43
3015810	20	2	2	2	42	60	52	4	51	48
3016827	11	14	7	8	65	40	71	3	56	56
3016830	11	14	7	8	69	43	72	3	62	57
3018229	5	30	13	17	7	7	6	12	13	8
3018247	5	19	6	13	4	6	4	9	11	4
3018249	1	9	2	8	3	2	4	4	4	1
3018251	1	10	7	8	4	3	7	7	7	3
3018253	2	10	8	11	6	3	7	8	7	5
3018255	4	15	10	16	6	4	9	15	8	6
3018273	4	34	14	26	14	11	20	31	13	10
3025365	7	6	2	8	29	30	31	1	45	43
3025367	9	6	2	8	31	30	31	1	50	54
3025368	9	6	2	8	31	30	30	1	49	55
3025799	21	55	3	27	47	75	80	44	60	86
3026956	15	30	2	16	47	75	71	18	64	60
3027660	20	12	3	7	54	65	69	11	70	73
3027662	20	11	3	7	50	65	68	11	70	71
3027663	20	12	3	6	51	67	70	11	70	72
3027668	22	13	3	6	50	63	70	11	75	70
3027669	22	11	3	6	49	59	62	11	73	71
3032029	10	25	3	2	26	34	36	10	26	21
3032030	10	25	3	2	26	35	36	8	26	21
3032127	1	5	1	5	5	12	11	1	20	16
3033142	1	5	3	9	2	1	2	4	4	3
3033144	3	6	3	9	2	3	3	3	6	6
3033197	8	32	22	23	23	20	27	12	26	26
3033198	8	32	22	23	24	19	26	12	27	24
3033199	8	33	21	23	24	19	25	13	28	27
3033200	8	33	23	23	25	19	28	13	28	26
3033201	8	33	23	22	26	18	28	12	28	25
3033444	15	127	36	68	67	66	76	63	90	71
3044200	10	45	9	23	58	58	52	19	64	47
3045679	6	19	11	16	37	64	60	13	41	49
3048022	1	7	3	10	6	1	11	1	1	4
3048025	1	9	5	10	9	4	16	1	4	7
3048097	2	10	18	10	31	21	36	1	16	24
3048160	2	6	30	6	39	27	34	1	24	30
3048161	2	4	29	5	36	27	32	1	24	29
3048365	8	12	23	5	22	25	36	3	34	26
3048367	7	11	22	5	22	24	36	3	35	26
3048369	7	11	22	5	24	23	36	3	35	25
3048425	14	32	42	25	46	53	57	14	70	55
3048427	14	33	42	25	46	51	55	15	69	56
3048575	10	88	59	55	60	65	59	42	73	67
3048577	10	91	59	60	64	67	62	46	67	68
3055663	13	103	38	75	60	53	69	49	75	58
3056432	20	13	4	17	47	32	60	9	69	69
3056581	15	33	10	18	36	48	51	20	42	55
3056584	14	33	10	18	40	46	53	21	47	59
3057033	9	28	3	31	56	54	59	20	59	65
3060689	3	12	6	14	3	4	12	10	4	7
3060690	3	12	7	15	2	4	10	10	7	7
3060691	3	11	7	15	2	3	11	11	7	7
3060693	3	11	6	13	2	3	11	11	5	6
3060715	1	10	1	12	3	11	6	1	4	3
3060724	1	18	3	20	4	16	11	8	10	4
3060728	1	26	8	32	4	18	18	12	20	10
3060729	1	26	8	32	4	18	16	15	20	9
3060730	1	24	8	31	4	19	18	15	18	11
3060731	1	25	9	31	4	19	16	15	20	11
3060746	2	60	19	41	9	32	28	28	27	21
3067621	5	22	11	24	16	33	22	5	34	31
3067656	1	7	3	7	9	14	10	2	6	14
3067658	1	7	3	6	9	13	10	1	5	13
3067659	1	6	3	6	8	13	9	1	6	13
3067660	1	7	3	6	9	13	8	1	7	12
3067685	2	18	3	4	13	11	12	1	3	15
3076257	14	23	7	5	54	65	70	15	63	85
3076258	14	21	7	5	55	66	71	15	64	88
3076552	17	6	1	1	71	53	61	2	67	68
3076555	17	7	1	1	68	51	58	2	71	65
3077025	20	97	42	57	63	45	58	69	48	60
3077338	17	177	50	120	53	33	77	105	78	89
3077342	19	177	46	131	50	34	79	103	81	93
3077347	2	15	2	10	3	2	9	8	17	3
3077677	13	70	7	24	34	17	22	20	31	19
3077793	6	74	23	40	21	32	24	48	33	25
3077944	13	168	57	112	39	47	72	63	63	59
3079854	3	14	4	4	5	4	7	10	12	6
3081581	7	15	3	16	32	40	55	6	57	61
3082279	8	13	7	4	49	56	45	6	40	48
3082441	11	22	7	9	58	64	67	11	65	58
3083543	7	120	49	86	39	66	67	40	67	41
3084382	14	34	10	24	50	40	68	22	70	67
3086619	20	104	56	65	43	57	71	48	67	89
3087865	11	145	47	96	45	62	54	69	43	60
3087866	12	150	47	101	47	63	57	68	45	57
3088865	4	55	22	37	19	29	21	37	29	25
3088940	1	4	4	3	2	5	1	3	4	4
3088942	1	4	4	3	2	5	1	3	4	3
3088968	1	6	6	4	1	7	3	4	3	4
3088969	1	9	6	4	1	7	3	6	3	4
3088972	1	10	7	5	2	7	3	6	6	4
3088975	1	13	7	4	3	7	3	9	6	5
3089778	11	147	58	93	30	30	55	66	50	42
3091604	3	5	4	4	12	17	12	11	18	11
3091606	3	6	4	4	11	18	12	11	18	11
3091608	3	6	4	4	10	16	12	10	17	11
3093537	6	60	13	31	11	14	31	30	20	25
3093594	8	7	7	7	7	11	17	6	9	12
3093595	8	7	8	8	7	11	18	6	9	13
3093596	8	8	8	11	7	11	17	7	7	13
3093597	8	8	8	12	7	11	17	7	8	12
3093609	10	21	20	23	14	18	24	14	17	23
3093612	10	22	21	24	14	20	26	15	21	23
3093613	10	22	22	24	14	20	27	15	21	25
3095905	11	11	16	2	62	50	84	1	74	61
3095908	12	11	16	2	68	54	83	1	79	66
3095909	12	11	16	1	65	49	82	1	77	63
3096059	15	9	12	7	52	66	69	4	65	63
3096062	15	12	16	11	49	59	66	4	66	53
3098293	14	9	6	4	58	58	81	6	64	71
3098296	14	9	6	4	58	59	85	6	62	72
3098297	14	9	6	4	55	58	86	6	63	73
3098298	13	9	4	4	58	59	83	6	61	72
3098372	6	9	3	4	34	30	38	4	38	34
3098374	5	8	1	3	30	27	31	4	32	32
3098375	5	8	1	3	29	25	31	4	33	31
3101775	23	113	24	94	84	70	61	53	73	100
3101776	24	114	24	91	81	71	61	55	72	98
3109125	20	28	3	12	61	66	73	14	83	70
3109227	12	32	1	28	64	75	53	12	77	83
3109736	16	46	15	26	55	42	50	26	60	53
3114842	9	31	5	15	54	49	77	15	86	56
3114972	7	23	8	16	47	40	70	12	73	55
3116675	11	23	1	23	34	25	38	8	23	26
3116676	11	23	1	23	35	26	38	8	24	25
3118780	1	13	7	12	8	5	4	4	2	2
3118782	1	15	6	12	9	5	4	4	2	3
3119717	24	38	16	31	53	64	76	16	60	72
3136831	22	81	21	50	44	42	55	34	86	56
3137526	18	1	1	3	60	53	63	1	76	59
3140110	3	22	15	14	26	21	19	5	26	16
3140113	3	22	15	13	26	21	19	5	25	16
3140115	2	22	10	10	24	19	17	2	20	14
3140119	1	21	10	9	18	16	14	2	20	13
3148704	8	12	31	17	78	71	91	12	80	102
3149214	21	40	3	18	70	46	73	15	94	79
3150383	17	23	5	21	69	55	63	13	70	61
3150532	21	4	2	4	51	48	71	4	79	68
3150533	21	4	2	5	50	51	70	4	75	67
3150534	21	4	2	4	51	48	71	3	81	67
3150998	21	63	30	47	74	56	71	59	75	63
3153025	16	157	31	120	57	46	47	88	73	62
3153027	18	164	33	120	58	47	52	89	71	62
3153072	7	39	8	29	21	15	10	25	16	13
3153073	7	40	8	30	23	14	10	25	15	13
3153086	6	28	7	19	10	9	4	17	9	11
3153087	5	27	6	17	9	6	5	17	7	9
3153171	8	20	9	22	18	17	28	10	28	16
3154473	15	22	6	13	25	37	52	4	34	51
3154806	11	24	5	11	29	40	39	8	31	42
3157667	14	22	9	11	38	37	46	13	38	47
3159677	3	63	32	40	22	34	25	34	25	37
3159930	10	113	29	80	40	70	38	51	49	66
3161186	1	21	7	16	8	8	8	10	11	6
3161187	1	20	6	14	10	6	8	10	11	5
3161245	2	40	15	21	12	16	18	15	15	14
3162512	10	18	1	17	33	58	42	8	38	55
3162513	10	15	1	17	32	58	44	7	39	51
3162662	18	8	3	6	33	51	37	7	48	44
3162663	18	8	3	5	34	51	36	7	46	42
3162664	18	8	3	5	35	48	36	7	45	44
3163977	9	118	39	68	43	57	35	47	35	42
3165055	9	86	50	64	53	52	46	40	58	34
3165202	6	69	50	50	20	34	37	49	44	43
3165204	6	72	52	52	22	34	37	50	44	43
3165206	6	67	46	48	22	31	33	43	42	40
3165207	6	66	44	47	22	32	33	45	41	40
3165899	9	43	17	23	35	42	40	19	55	72
3166672	12	109	50	58	26	50	34	46	56	46
3166673	12	108	50	60	29	50	38	45	59	47
3168002	3	22	10	18	16	15	22	17	12	13
3168003	3	21	12	18	15	15	23	18	11	12
3168011	3	18	8	14	13	11	14	13	9	10
3168788	17	53	28	33	16	68	45	24	52	39
3169340	17	105	42	73	43	53	77	45	71	48
3169949	11	74	40	43	18	27	38	40	39	27
3171080	16	94	50	70	24	39	50	58	46	47
3171086	17	101	57	79	26	45	60	64	53	54
3171277	5	121	50	82	48	39	43	81	42	86
3172776	8	60	19	34	34	38	56	37	39	57
3172947	3	18	3	5	15	52	45	12	58	24
3172978	4	24	7	9	16	52	47	13	49	31
3173012	6	31	14	10	21	48	56	18	58	37
3173143	20	98	31	38	53	61	50	41	53	41
3173294	6	114	38	67	39	68	32	47	43	62
3173678	6	36	27	17	15	12	18	16	22	29
3173723	4	28	13	12	14	9	18	15	24	16
3173724	4	29	13	13	14	10	17	15	28	15
3173727	6	30	14	16	13	12	20	17	26	17
3173728	6	29	14	16	12	12	20	17	24	14
3173731	6	33	15	17	13	10	23	17	27	15
3173732	6	33	15	17	13	11	23	17	27	17
3173733	6	33	15	16	13	12	23	16	28	16
3173735	6	32	17	17	12	11	23	16	29	16
3173736	6	33	16	17	13	12	21	16	29	18
3173835	4	22	8	8	15	7	25	9	21	21
3173882	1	14	4	3	15	4	15	3	9	14
3173883	1	14	4	3	12	3	14	3	7	14
3173884	1	14	4	3	13	3	15	3	7	14
3173886	1	14	2	3	15	3	15	3	7	13
3173952	1	12	5	4	6	6	12	2	9	10
3174100	17	112	43	39	51	46	32	49	39	32
3174403	17	72	24	51	34	40	51	28	38	41
3174406	16	69	24	50	36	38	50	27	36	37
3174408	17	69	24	49	36	40	51	27	37	40
3174711	5	25	9	17	39	43	50	13	71	30
3176231	12	19	1	12	32	40	52	8	52	42
3176375	6	3	4	4	20	22	43	2	23	39
3176376	6	3	4	4	22	22	42	2	23	39
3176378	6	3	4	3	23	22	40	2	23	40
3176379	6	3	4	4	23	23	42	2	23	39
3176380	6	3	4	4	23	23	39	2	20	37
3176976	11	17	2	6	45	39	54	5	17	41
3177011	8	15	3	6	40	36	53	6	25	42
3177698	11	17	12	9	29	23	44	7	30	46
3177700	11	17	12	9	29	23	46	7	28	49
3177923	12	50	24	44	30	69	47	33	32	39
3178706	10	25	6	12	21	24	48	16	35	48
3178707	9	26	6	13	22	26	47	16	33	48
3178708	10	28	5	14	20	24	45	15	34	46
3179541	4	10	12	7	30	25	32	3	23	30
3179555	3	13	15	13	34	27	30	5	26	29
3180000	15	25	4	23	32	35	24	13	49	56
3180003	13	24	4	23	32	35	24	13	49	54
3181882	1	16	3	9	3	13	22	4	9	9
3181887	1	13	3	9	4	9	18	4	8	9
3181889	1	13	3	9	4	10	18	4	8	8
3182472	15	107	37	67	34	48	54	51	38	43
3182595	8	68	30	51	31	28	37	37	32	63
3182596	9	66	28	51	30	29	40	37	31	64
3182619	4	50	28	47	32	33	36	23	31	49
3182621	6	50	30	45	33	33	36	23	32	49
3182623	6	51	28	44	32	32	37	25	32	48
3182624	6	50	29	44	33	32	36	25	32	48
3182838	8	14	7	16	23	24	21	15	18	30
3183779	16	20	3	14	29	47	36	12	43	42
3183781	16	19	2	15	28	46	36	12	40	41
3183872	22	47	10	34	39	47	44	22	52	45
3184174	6	30	8	37	46	36	37	15	39	36
3184822	8	49	16	25	29	50	33	21	32	32
3184825	8	52	15	23	25	48	32	22	35	31
3185663	18	89	38	50	29	37	52	57	33	60
3185873	5	29	14	15	9	23	16	14	18	14
3185899	2	12	3	11	9	13	13	7	15	9
3186183	3	5	1	5	14	12	12	4	7	8
3186193	5	9	2	7	19	16	18	4	9	14
3186194	5	9	2	6	19	17	18	4	9	12
3186195	4	10	1	7	18	17	19	4	9	14
3186253	7	26	4	18	24	34	35	10	27	29
3186450	19	74	27	55	20	32	45	26	30	28
3186984	7	35	28	31	51	52	37	11	33	40
3186991	6	38	29	32	41	52	38	14	33	36
3187063	5	35	14	21	41	43	30	16	41	51
3188264	7	87	26	54	26	43	34	37	49	55
3189209	14	5	7	2	46	48	47	2	47	67
3189210	14	5	7	2	47	48	47	2	45	65
3189364	9	22	7	8	36	52	60	22	46	73
3190224	7	14	3	8	34	57	49	8	42	67
3190244	11	13	1	9	41	61	55	7	37	59
3190393	20	10	8	19	32	37	51	4	44	58
3191282	8	5	3	5	37	37	47	2	48	43
3192230	12	7	6	8	47	47	48	4	48	55
3192232	11	7	7	8	47	47	50	4	48	54
3192854	9	64	30	46	55	49	59	40	54	52
3193814	8	127	64	102	44	68	64	70	47	81
3194965	5	103	44	72	50	50	58	46	42	41
3195150	2	49	26	25	18	31	23	18	20	15
3195152	2	48	28	25	17	31	23	18	21	15
3195241	4	15	7	1	4	4	6	6	4	1
3195253	5	20	10	6	6	10	11	12	11	8
3195255	4	20	10	6	4	11	11	12	9	8
3198099	4	115	32	66	35	48	46	48	28	37
3198103	2	117	32	62	34	49	46	41	29	36
3198551	4	9	5	10	12	14	7	5	10	13
3201409	3	2	2	7	7	9	14	4	12	7
3201523	2	5	2	4	16	17	12	5	11	13
3201692	1	2	3	1	7	8	8	1	6	7
3201727	1	2	3	1	7	7	8	8	7	4
3201739	1	2	3	2	8	6	8	7	8	4
3201740	1	2	3	2	7	6	8	7	9	4
3201741	1	2	3	1	6	6	8	7	9	4
3201746	1	2	3	2	7	5	8	8	9	4
3201815	2	14	4	14	6	3	5	10	8	3
3201860	2	15	5	19	9	4	10	10	10	5
3201861	2	16	5	20	9	4	8	10	11	5
3202419	12	4	2	3	34	48	44	2	43	40
3202478	8	3	4	4	35	48	40	1	49	49
3202605	12	2	3	1	33	48	40	1	33	52
3202956	5	6	5	6	12	20	14	2	16	8
3204344	16	7	2	2	33	50	65	1	51	84
3206152	6	20	45	8	41	39	34	7	37	43
3206841	10	8	2	9	29	47	47	10	47	39
3206843	10	8	2	8	29	45	47	10	45	39
3207060	9	14	7	22	29	43	50	7	38	54
3207490	9	2	3	4	30	20	47	4	26	42
3207491	9	3	3	4	29	20	45	4	25	43
3207492	9	2	3	4	30	21	46	4	27	43
3208506	7	2	1	3	24	37	40	1	48	34
3208628	5	8	12	8	47	36	57	10	54	36
3208871	7	30	11	17	38	41	31	21	39	58
3215497	6	8	2	8	15	21	14	9	17	13
3217578	11	75	41	67	50	68	47	34	49	57
3217579	11	72	40	67	44	64	43	33	48	56
3220390	3	35	25	30	30	50	40	19	63	62
3220512	21	25	18	20	35	27	33	21	44	55
3220536	19	21	11	11	42	26	29	21	43	55
3222465	13	27	20	13	31	53	42	13	57	52
3222498	6	22	14	11	26	42	48	10	50	60
3222627	3	16	3	10	16	49	33	8	46	43
3222975	3	71	36	43	32	49	28	39	31	51
3223547	8	2	1	1	49	50	43	1	58	56
3224163	1	6	2	1	21	13	7	3	17	16
3224164	1	8	2	1	22	13	8	5	22	17
3224198	3	14	5	6	38	18	13	12	27	25
3224209	3	16	6	7	38	21	16	15	28	26
3224210	5	16	4	7	40	23	17	16	32	30
3224669	7	10	12	19	32	49	48	12	45	43
3224719	6	4	6	8	29	45	45	10	45	57
3228138	7	32	21	19	17	35	42	11	23	37
3228182	2	15	12	7	8	22	24	4	13	23
3228183	2	18	10	7	9	24	26	4	13	23
3228185	2	17	12	5	7	23	25	4	13	23
3228208	1	3	9	1	4	14	14	4	6	12
3228210	1	4	9	1	4	14	14	3	5	12
3229381	11	4	3	3	39	58	44	2	54	66
3235065	2	57	37	57	23	27	27	39	29	27
3235067	2	60	40	61	20	29	29	42	29	27
3235068	2	60	37	61	21	27	27	43	28	25
3235108	3	64	41	55	14	27	29	35	25	35
3235680	11	103	36	78	19	36	32	44	34	37
3235957	10	94	27	53	28	38	38	52	27	37
3235958	10	99	26	50	27	37	34	52	26	37
3236001	13	88	35	68	34	38	34	53	26	42
3237081	8	20	18	9	36	44	43	8	43	41
3237217	6	31	36	25	45	54	46	21	47	39
3237218	6	31	35	24	46	49	46	21	47	35
3237233	7	23	28	18	47	47	42	17	47	37
3237280	4	9	13	8	25	33	29	7	25	26
3239572	3	41	9	40	34	32	44	18	35	38
3239574	3	41	10	41	34	30	44	18	35	37
3240464	13	68	45	33	41	56	43	46	38	31
3240618	7	69	38	49	46	33	38	42	39	36
3241384	4	91	30	61	24	29	29	47	24	34
3241387	4	93	27	60	25	29	30	45	23	35
3241416	7	90	28	73	31	29	28	51	25	34
3242477	10	72	29	54	25	34	22	36	24	30
3242836	9	89	37	53	23	32	28	45	30	37
3245040	2	101	48	78	21	50	47	51	27	51
3245182	2	73	53	64	35	30	42	56	34	29
3246194	5	90	40	48	29	37	35	51	35	38
3246714	3	85	49	48	27	42	40	45	36	37
3248416	17	92	60	63	40	31	39	57	49	41
3248417	17	92	59	57	38	31	41	55	49	41
3248418	17	93	60	56	38	31	40	56	48	40
3248941	14	101	49	81	35	47	52	42	51	68
3249807	11	42	19	35	34	60	39	30	37	48
3250123	6	98	46	50	31	36	25	49	36	44
3250126	6	97	46	46	29	32	26	46	36	44
3250548	1	11	8	16	2	14	9	10	9	11
3250592	1	44	15	33	9	23	17	31	19	19
3250593	1	43	17	34	9	25	18	33	20	20
3250594	1	44	17	36	9	28	18	34	21	21
3255374	14	89	42	45	25	59	39	34	41	45
3258605	2	18	12	12	5	2	9	7	9	5
3258609	2	20	11	12	4	1	7	6	9	6
3258611	2	16	8	8	2	2	4	3	7	4
3258612	2	14	8	7	2	2	4	3	6	3
3258613	2	14	9	7	2	2	4	3	6	5
3258619	2	22	10	11	3	1	6	4	8	8
3258621	1	24	11	12	7	1	5	4	6	8
3258622	2	34	13	22	9	1	9	8	8	14
3258624	2	32	13	22	9	1	11	9	8	16
3258626	1	33	9	19	9	1	9	8	7	14
3258627	2	37	10	23	10	2	11	8	7	16
3258629	2	41	9	23	12	3	12	9	8	16
3258631	3	40	11	27	11	4	13	10	9	17
3258633	3	40	12	26	12	4	12	10	7	14
3258635	3	40	11	25	12	4	12	10	9	15
3258636	2	41	12	29	13	4	12	10	8	16
3259268	16	111	60	108	56	69	47	47	46	46
3261037	1	18	8	20	4	8	12	21	13	20
3261049	1	18	12	19	5	4	11	21	12	18
3261060	1	17	10	16	6	8	11	22	10	20
3261062	1	18	11	16	7	10	11	25	9	23
3261063	1	20	11	18	8	15	11	30	12	23
3261064	1	19	11	18	6	15	10	29	12	24
3261065	1	21	11	18	8	15	13	29	12	23
3261074	1	22	12	19	7	17	16	31	11	22
3261897	1	13	6	7	6	8	9	15	4	6
3261925	4	11	6	10	6	5	5	8	11	5
3261926	4	12	6	10	6	5	5	8	10	5
3261938	5	14	9	13	12	7	6	9	14	7
3261939	5	17	9	16	12	7	6	10	14	7
3261971	8	37	20	31	13	18	10	20	23	15
3261972	9	36	20	30	16	18	8	21	24	15
3261975	7	40	19	28	15	18	10	23	25	15
3261976	9	42	20	31	15	18	11	24	26	15
3262478	5	65	37	58	22	40	21	45	25	32
3262479	5	63	38	58	22	40	21	45	25	33
