site_id	W66_D5	W66_D1	W64_D5	W65_D5	W64_D1
1232985	131	12	69	51	15
1232986	130	12	67	52	14
1233135	90	13	67	56	21
1233136	87	13	62	56	21
1233368	99	7	58	58	25
1233369	99	7	58	58	25
1233370	103	7	58	57	25
1233515	88	12	55	61	9
1233517	94	12	55	63	8
1233518	94	12	56	61	10
1233665	116	4	49	52	8
1233780	115	4	59	50	16
1233835	99	7	61	42	18
1233873	94	5	56	53	24
1233875	87	5	55	52	24
1233877	89	5	55	54	24
1233961	106	3	65	71	25
1233962	105	3	64	74	24
1234116	80	3	85	85	21
1234255	87	9	57	55	22
1234362	116	8	77	56	22
1234370	115	8	73	53	16
1234403	119	7	80	52	18
1234510	102	4	81	60	21
1234530	94	4	81	63	22
1234531	95	4	81	61	21
1234532	103	5	87	63	21
1234533	104	5	85	62	22
1234593	99	9	92	76	20
1234680	98	12	81	70	18
1234683	88	12	71	71	18
1234798	75	9	67	67	19
1234799	74	10	68	67	19
1234808	74	10	69	73	18
1234865	78	11	67	67	21
1234947	116	13	67	68	17
1234949	117	14	65	69	17
1234950	117	14	67	70	17
1235175	126	9	79	55	17
1235700	98	9	73	67	15
1235848	110	5	83	70	13
1235850	117	5	90	74	13
1236279	117	5	98	87	15
1236281	115	5	100	86	15
1236284	117	4	94	82	15
1236296	120	6	104	82	19
1236445	128	5	90	58	14
1236446	126	7	94	54	14
1236491	138	6	83	57	16
1236665	154	8	108	76	9
1236687	157	8	101	70	12
1236947	136	6	70	77	16
1237070	123	9	71	84	24
1237075	116	6	73	71	25
1237224	134	1	74	72	17
1237808	147	12	85	98	25
1237809	148	12	87	99	28
1237910	126	11	84	83	27
1237911	126	12	82	89	26
1237912	125	12	85	85	27
1237913	124	12	86	86	27
1237958	126	9	75	67	21
1237977	125	8	67	75	20
1238061	149	7	86	100	28
1238303	126	5	79	65	18
1238328	121	5	81	64	18
1238896	102	6	87	52	8
1239149	105	11	82	73	14
1239150	106	11	82	76	14
1239300	94	9	59	57	17
1239301	95	9	59	58	17
1239371	97	10	69	67	12
1239373	98	10	62	65	13
1239525	92	9	41	46	4
1239583	118	10	61	63	11
1239681	104	11	68	57	17
1239895	89	5	81	66	17
1239896	88	4	78	65	16
1240045	119	15	97	77	27
1240144	118	9	82	61	24
1240500	115	8	50	66	21
1240502	112	8	55	69	20
1240564	75	8	47	53	16
1240642	71	13	52	43	12
1240644	70	12	52	45	11
1240761	109	7	73	43	12
1240798	112	4	79	44	18
1240799	108	5	81	46	18
1240948	93	3	83	68	23
1240949	94	3	85	68	25
1240951	101	4	94	74	25
1241512	133	11	74	50	17
1242463	95	13	85	60	33
1242466	92	12	86	60	34
1242526	84	11	64	51	23
1242749	88	10	69	62	24
1242953	134	8	97	102	28
1242958	121	8	96	100	29
1243470	106	8	83	59	37
1243519	101	7	70	64	33
1243960	75	11	92	65	31
1243963	85	12	95	70	32
1244369	83	7	88	69	45
1244381	83	6	97	60	41
1244383	83	6	100	63	44
1244426	86	10	100	65	35
1244539	95	7	83	50	42
1244575	103	7	86	48	49
1244745	114	12	85	50	37
1244747	111	10	85	52	38
1244871	115	8	104	74	52
1245165	98	8	64	54	52
1245228	87	9	71	47	52
1245229	87	8	68	49	51
1245230	87	8	68	51	52
1245606	109	6	92	80	33
1245672	87	8	78	69	37
1245674	82	8	76	67	37
1245852	108	5	77	67	27
1245889	95	10	75	60	20
1245890	91	10	74	63	21
1245943	98	11	71	64	24
1246057	117	5	70	51	39
1246094	107	8	66	46	40
1246192	80	10	41	42	26
1246240	77	7	37	44	28
1246295	82	2	54	59	22
1246564	115	6	79	105	24
1246566	116	6	75	104	23
1246712	108	5	56	65	17
1246713	110	5	62	66	16
1246717	108	5	58	64	16
1246718	109	5	58	65	16
1246954	98	11	58	88	30
1246955	98	11	63	90	31
1246956	98	11	63	91	32
1246964	104	10	68	93	32
1246965	105	10	74	98	32
1246967	103	10	73	98	30
1246969	105	10	70	100	29
1247104	98	15	96	66	39
1247112	92	15	87	66	33
1247176	100	7	82	50	28
1247184	99	7	81	53	29
1247191	96	7	84	54	27
1247199	98	8	95	60	30
1247200	100	8	98	62	28
1247204	103	8	92	59	27
1247719	114	3	88	85	20
1247756	103	4	71	79	15
1247831	115	10	60	87	16
1247835	116	10	63	88	15
1248083	102	13	65	68	31
1248428	99	6	69	55	14
1248476	88	8	66	65	15
1248477	88	8	64	63	15
1248682	98	5	75	60	18
1248779	114	5	81	61	13
1248782	114	4	80	58	13
1248784	112	4	76	57	13
1248786	110	5	78	57	13
1248810	107	4	79	73	13
1248817	116	5	80	75	13
1248909	95	4	73	80	16
1248926	104	3	60	77	18
1248927	100	2	58	77	17
1248933	99	3	59	76	17
1248934	100	2	61	78	17
1248967	105	3	71	67	20
1249122	112	7	77	76	20
1249123	110	5	77	76	20
1249271	107	3	74	90	17
1249340	110	2	73	89	14
1249515	107	7	84	80	11
1249715	101	3	90	73	11
1249716	101	3	90	73	11
1249718	104	3	93	77	11
1249720	105	2	90	79	10
1249861	111	5	72	71	13
1249863	114	5	71	72	13
1249864	111	4	71	70	13
1249865	109	5	70	70	14
1249867	109	5	74	67	14
1249868	106	5	71	63	14
1249870	106	4	70	62	14
1249893	112	5	69	65	14
1249896	108	6	69	67	14
1249967	104	4	67	84	17
1249992	102	5	68	89	20
1249993	105	6	69	93	20
1250114	111	9	72	82	16
1250115	120	8	71	84	17
1250120	124	8	69	82	17
1250154	110	3	86	68	12
1250300	120	7	94	71	20
1250440	97	4	84	63	18
1250452	100	4	78	60	23
1250453	103	4	81	60	23
1250457	100	4	77	56	23
1250477	105	5	76	65	23
1250624	103	6	46	49	20
1250638	102	8	46	54	18
1250639	104	8	50	58	21
1250641	103	8	48	57	21
1250691	81	8	49	41	21
1250789	76	10	64	38	16
1250790	77	10	64	41	18
1250791	79	10	61	42	17
1251063	119	10	87	73	13
1251064	116	10	85	73	13
1251066	121	9	86	69	13
1251209	138	3	76	71	15
1251212	131	2	78	67	17
1251214	130	2	74	65	17
1251215	128	4	75	67	17
1251216	128	4	76	67	16
1251340	158	8	132	69	16
1251483	143	2	95	55	23
1251487	135	2	83	55	22
1251700	123	9	87	56	24
1251843	89	9	70	70	20
1251845	92	10	62	66	19
1251870	80	9	53	55	19
1252074	110	4	70	87	20
1252089	108	3	62	82	19
1252380	125	7	80	84	17
1252520	113	4	78	64	11
1252521	115	4	75	64	10
1252808	112	2	69	59	16
1252816	120	3	77	62	18
1253231	102	11	60	68	23
1253232	106	11	57	64	23
1253233	108	11	62	67	23
1253234	107	11	63	68	23
1253331	128	6	85	94	17
1253383	99	8	72	77	13
1253733	67	3	91	67	18
1253998	132	8	83	52	19
1254143	104	8	59	61	17
1254147	101	9	58	61	18
1254869	97	13	78	55	17
1255027	135	7	64	60	13
1255290	100	11	82	68	25
1255425	106	12	84	62	14
1255427	112	12	88	59	16
1255432	115	12	91	63	15
1255467	97	11	85	58	13
1255468	96	11	85	58	13
1255470	99	11	85	56	14
1255497	92	13	81	67	12
1255616	97	7	49	61	11
1255618	95	7	47	62	11
1255620	96	7	48	63	10
1255921	104	4	94	66	8
1255922	105	4	98	72	8
1255923	104	4	98	74	8
1256166	93	4	64	54	16
1256304	83	7	72	54	14
1256477	118	5	96	91	15
1256497	109	4	91	76	17
1256629	122	5	81	59	10
1256630	120	5	79	60	9
1256632	119	5	81	59	9
1256647	125	6	96	66	8
1256713	127	7	111	66	10
1257484	120	6	62	60	14
1257606	119	13	71	49	13
1257739	132	2	55	61	16
1258342	101	7	77	74	27
1258490	102	2	97	73	16
1258493	99	1	99	68	15
1259131	110	6	75	64	22
1259213	105	6	98	64	26
1259279	103	5	96	57	21
1259363	100	3	81	38	20
1259364	100	2	81	40	22
1259945	98	1	74	64	21
1260074	101	2	75	73	14
1260076	102	2	76	72	14
1260537	116	6	90	67	18
1260538	121	6	98	69	21
1260868	107	5	92	76	13
1261289	89	6	43	39	14
1261335	137	9	80	59	9
1261450	129	13	64	64	17
1261485	107	12	58	77	18
1261486	117	10	58	81	18
1261720	79	4	50	54	11
1262030	81	5	50	50	13
1262240	98	6	92	54	15
1262452	99	6	90	76	17
1263458	107	6	64	76	27
1263564	108	5	68	88	21
1263619	111	5	89	88	25
1263769	63	3	41	34	11
1263819	32	3	26	16	3
1263861	15	1	7	5	1
1263862	18	2	8	6	1
1263869	17	3	9	8	1
1263873	22	3	10	10	1
1263875	23	4	10	10	1
1263878	22	3	9	10	1
1263879	23	3	9	10	1
1264763	100	5	77	71	13
1265018	61	5	88	58	26
1265245	113	10	71	54	16
1265599	118	7	70	62	18
1265846	127	12	93	60	17
1266171	110	9	83	66	19
1266177	111	9	86	68	20
1266178	110	9	83	65	20
1266834	95	7	76	60	11
1266934	86	8	64	51	16
1266935	84	8	65	52	15
1267115	70	8	68	58	26
1267242	88	7	59	62	26
1267403	86	6	55	60	18
1267492	108	3	59	66	22
1267493	109	2	59	66	22
1267607	91	4	66	59	28
1267608	94	4	66	58	28
1267754	111	8	72	74	21
1267755	112	8	73	78	22
1267756	110	8	72	75	22
1267760	114	7	72	76	21
1268041	120	7	77	70	19
1268439	119	2	114	87	16
1268535	119	1	119	69	14
1268539	109	1	118	62	9
1268684	115	7	122	69	25
1268916	108	9	104	86	19
1269177	105	3	97	85	10
1269833	110	2	94	70	13
1269850	110	4	101	69	15
1269869	96	5	94	71	18
1269870	91	5	87	70	17
1269909	91	5	95	74	22
1269974	81	5	85	70	21
1270121	104	8	77	71	25
1270122	97	8	76	72	24
1270124	99	8	77	69	23
1270331	134	10	97	76	30
1270332	136	10	101	77	30
1270334	130	10	102	85	30
1270335	135	10	106	84	30
1270336	135	9	105	84	30
1270439	102	6	82	80	26
1270485	99	8	78	69	31
1270486	98	8	79	67	29
1270508	101	12	79	59	23
1270572	111	12	87	57	30
1270737	60	3	41	22	3
1270740	48	2	35	14	3
1270872	19	2	20	19	2
1270899	31	3	34	28	2
1270900	31	3	35	28	2
1271304	91	9	110	80	18
1271305	89	9	107	80	15
1271356	95	9	109	74	16
1271358	96	9	115	73	16
1272023	105	4	86	76	10
1272171	108	3	95	72	14
1272172	109	3	94	72	13
1272433	81	5	82	59	27
1272440	77	3	79	58	29
1272441	78	3	77	60	29
1272868	103	8	98	58	21
1273017	81	4	62	55	9
1273018	85	4	58	55	9
1273020	73	4	59	52	8
1273050	63	3	48	39	6
1273051	64	3	49	37	6
1273234	92	3	71	57	16
1274196	89	4	54	46	23
1274346	97	5	64	67	28
1274477	110	4	85	64	17
1274617	85	4	88	85	24
1274684	109	6	100	95	32
1275071	90	6	75	51	9
1275116	77	4	62	44	13
1275160	78	4	66	43	15
1275188	100	5	69	42	12
1275496	109	6	78	94	16
1275511	99	8	72	79	12
1275694	105	8	66	85	18
1276048	72	4	83	86	27
1276193	72	5	52	50	20
1276194	73	4	52	51	20
1276195	72	4	49	50	19
1276196	70	5	49	49	19
1276226	81	6	43	38	12
1276227	80	6	48	39	13
1276379	106	9	75	71	17
1276461	108	8	76	72	20
1277431	95	6	62	57	15
1277940	81	13	77	47	15
1278120	104	10	76	45	29
1278260	104	5	77	70	16
1278277	106	8	70	67	13
1278279	109	8	73	68	16
1278319	106	7	64	58	15
1278392	130	8	80	50	15
1278643	131	8	56	62	16
1278644	134	8	57	68	17
1278648	133	7	56	66	16
1279122	89	8	53	83	15
1279147	85	5	65	78	15
1280104	80	1	89	82	12
1280258	111	4	84	67	17
1280760	89	4	63	70	24
1281471	63	3	57	42	12
1281478	61	3	61	46	12
1281765	101	2	91	68	18
1281836	86	9	102	63	26
1282324	67	8	45	40	21
1282336	67	6	47	42	20
1282337	69	5	48	40	19
1282356	45	4	26	29	11
1282488	60	9	46	54	5
1282490	59	9	48	52	5
1282637	102	5	85	60	21
1283197	113	2	75	71	20
1283489	97	5	68	70	9
1283970	95	5	79	87	17
1284145	99	4	92	61	16
1284146	95	4	91	61	16
1285027	122	10	80	59	23
1285541	110	9	71	60	10
1286671	28	5	16	19	14
1286752	65	7	36	28	18
1287065	118	16	68	52	30
1289598	113	6	67	42	37
1289970	94	7	74	59	30
1290012	114	12	72	62	34
1290137	101	16	64	60	33
1290601	104	7	64	62	27
1290746	130	12	85	75	30
1290882	107	9	64	77	15
1291227	91	11	84	79	17
1291684	112	3	75	51	16
1292330	132	3	66	65	26
1292436	130	5	82	53	26
1292585	102	5	81	54	9
1292644	111	4	94	48	10
1292754	105	1	88	47	16
1292789	125	1	90	57	23
1292791	119	1	85	51	23
1292792	115	1	84	52	21
1292793	115	1	81	52	21
1292857	95	7	67	42	25
1293367	104	5	79	77	22
1293557	90	7	81	66	11
1293558	91	7	82	66	11
1293562	92	7	83	70	13
1293563	90	7	83	69	12
1293564	91	7	82	66	13
1293601	80	7	92	66	14
1293602	84	8	94	69	16
1293628	85	8	104	70	19
1293629	88	8	103	72	19
1293924	98	14	64	75	15
1294120	80	7	77	74	16
1294167	97	5	61	69	15
1294301	79	3	43	44	18
1294450	84	1	82	66	22
1294553	80	4	67	57	18
1294556	78	4	66	52	20
1294558	82	4	71	54	19
1294602	108	6	88	66	19
1294703	101	12	69	44	11
1294704	100	12	70	43	11
1294705	101	12	71	44	11
1294749	105	15	97	47	13
1294750	103	16	97	49	12
1294751	99	16	92	49	13
1295077	87	7	84	78	23
1295121	99	7	106	98	21
1295509	73	4	84	67	12
1295511	74	4	81	65	13
1295590	103	4	92	70	9
1295592	104	4	91	70	10
1295663	121	1	89	80	10
1295666	119	1	91	76	10
1295740	107	1	66	86	15
1295773	127	2	83	101	18
1295812	114	2	66	87	16
1295813	117	2	71	87	15
1295815	116	2	69	86	20
1295816	118	2	69	83	18
1295877	129	4	100	99	12
1296310	93	3	66	56	20
1296380	109	3	78	75	23
1296381	110	3	80	76	23
1296386	107	3	85	80	22
1296404	111	3	83	76	21
1296458	110	1	75	63	23
1296529	116	7	60	71	17
1296532	113	7	61	71	17
1296848	105	8	86	69	13
1297046	98	6	87	62	17
1297047	93	5	85	60	17
1297053	91	5	83	58	16
1297478	97	4	72	59	16
1297626	87	6	79	45	20
1297721	69	2	64	42	17
1297916	82	5	74	48	25
1297984	63	7	62	51	16
1298104	89	5	77	69	8
1298569	114	4	50	43	17
1298684	74	2	55	40	13
1298797	83	1	76	63	26
1298854	76	1	78	62	33
1298931	69	3	58	48	19
1298992	72	4	69	54	12
1299608	59	12	57	53	19
1299609	58	12	55	52	20
1299919	110	7	82	56	22
1300030	89	6	95	59	22
1300032	88	5	93	59	22
1300069	75	6	75	62	20
1300145	76	5	58	53	8
1300179	77	5	58	43	5
1300183	81	5	58	44	7
1300417	111	5	85	57	19
1300446	121	6	95	56	17
1301189	123	5	74	72	16
1301259	94	1	61	62	15
1301306	82	1	62	57	14
1301346	82	2	54	49	12
1301506	127	5	75	69	15
1301692	103	5	64	63	14
1302262	101	2	62	81	16
1302308	94	1	44	59	11
1302463	117	3	84	68	20
1302568	88	3	53	57	15
1302826	101	8	80	57	19
1303080	104	5	76	40	17
1303081	104	5	75	39	17
1303538	112	5	92	54	12
1303567	123	8	88	61	12
1303655	121	4	76	67	19
1304079	123	6	97	59	9
1304243	116	5	86	106	13
1304352	117	8	87	66	18
1304361	121	7	85	64	21
1304362	116	7	85	63	21
1304367	116	5	84	59	20
1304369	110	4	81	60	21
1304513	127	5	71	67	10
1304515	130	5	72	68	10
1304675	119	11	81	56	19
1304700	128	9	90	64	24
1304973	125	2	90	71	22
1304975	131	2	91	71	21
1305041	122	1	77	81	21
1305121	101	1	64	84	19
1305123	104	1	62	86	20
1305192	126	3	92	99	25
1305357	107	4	106	77	14
1305472	108	7	82	66	13
1305872	138	5	106	106	29
1305874	130	5	102	99	26
1305878	122	5	102	99	25
1306021	96	2	77	75	15
1306489	101	8	89	66	20
1306490	98	8	86	64	20
1306622	104	4	105	47	21
1307866	115	5	88	51	23
1307873	105	5	79	49	24
1308051	99	6	77	69	27
1308333	112	6	81	57	17
1309441	66	5	81	74	27
1309525	81	5	86	57	26
1309797	127	2	67	62	20
1310141	114	2	93	57	22
1310223	114	3	86	75	14
1310464	113	6	92	65	22
1310466	113	6	90	62	21
1310709	101	15	69	69	14
1310710	103	15	65	69	13
1310861	96	7	77	54	28
1310862	97	7	79	55	26
1311698	91	5	72	42	19
1311804	113	8	94	53	19
1311807	120	8	95	58	19
1311814	132	8	104	62	24
1311820	139	8	111	65	24
1311838	133	4	102	60	25
1311921	118	9	80	55	17
1311964	100	6	73	53	17
1312289	105	8	71	82	29
1312422	85	6	63	68	26
1312423	87	5	63	66	26
1312424	88	6	59	67	27
1312681	112	5	85	79	15
1312864	122	6	96	69	18
1313119	104	5	80	58	13
1313493	106	6	70	70	21
1313641	89	9	86	76	14
1313872	107	5	80	59	13
1314009	89	6	57	61	17
1314148	111	8	69	76	18
1314149	111	8	66	76	18
1314258	96	9	51	62	13
1314259	95	9	52	61	13
1314299	91	7	54	50	10
1314418	98	6	75	60	20
1314468	95	7	64	46	19
1314469	95	7	64	46	21
1314470	97	7	66	47	21
1314565	111	6	79	34	23
1314566	110	6	78	37	23
1314610	107	4	71	37	24
1314958	111	5	48	62	34
1314959	110	5	47	62	34
1315107	89	7	81	54	23
1315109	91	8	82	56	25
1315250	128	8	82	61	26
1315251	129	8	84	63	27
1315573	125	7	93	55	35
1315723	128	7	83	66	25
1315895	95	11	79	71	24
1315897	98	11	76	70	25
1316519	126	5	79	73	14
1316653	120	5	89	66	14
1316655	118	4	85	66	13
1316657	99	5	73	58	13
1316667	108	6	81	57	13
1316685	104	5	93	54	16
1316689	103	5	89	56	15
1316734	104	5	77	58	17
1316907	119	5	93	47	22
1317040	114	5	78	76	16
1317042	123	5	78	76	18
1317134	121	8	70	70	15
1317135	121	8	68	71	17
1317136	119	7	68	65	17
1317152	113	6	74	63	18
1317285	90	7	100	66	22
1317574	84	16	64	40	13
1317723	83	10	81	69	18
1317724	92	10	87	69	20
1317729	98	10	82	74	19
1317851	137	6	62	62	20
1317853	133	6	64	62	20
1317858	129	5	59	61	21
1317863	135	5	57	57	20
1317877	137	4	57	69	21
1317879	131	4	56	68	21
1317992	117	2	75	62	17
1318004	111	2	75	60	16
1318006	115	1	73	58	15
1318007	114	3	73	59	15
1318014	114	3	73	59	16
1318044	110	4	68	60	12
1318082	111	3	85	56	9
1318089	124	6	95	65	9
1318142	123	9	81	67	4
1318244	112	6	72	71	8
1318329	113	6	76	63	13
1318534	103	11	69	61	18
1318535	106	11	66	59	18
1318952	134	4	71	71	22
1319309	99	10	58	62	15
1319827	107	7	74	86	20
1320178	119	10	68	48	18
1320201	121	12	69	50	19
1320511	115	10	80	49	21
1320726	98	9	72	64	13
1320911	98	7	56	54	16
1321112	108	7	81	67	21
1321116	111	7	81	70	21
1321117	111	7	84	72	21
1321120	112	7	84	72	20
1321773	114	9	81	66	16
1321775	114	9	78	66	16
1321921	97	12	67	50	19
1321924	97	12	65	46	18
1322015	99	9	64	51	21
1322016	101	9	66	49	21
1322165	94	5	62	58	23
1322166	89	5	61	61	22
1322511	100	15	89	58	31
1322682	99	12	54	59	19
1322724	96	13	44	54	20
1322750	111	11	58	63	28
1323084	115	10	68	44	6
1323258	102	7	60	46	8
1323353	96	11	60	47	8
1323535	109	11	63	58	5
1323605	119	9	62	44	4
1323703	99	10	83	43	12
1323704	100	10	83	43	12
1323934	104	7	100	60	15
1323967	104	6	95	71	15
1324082	143	7	86	74	23
1324084	144	7	83	73	24
1324085	152	7	86	71	24
1324281	87	1	78	66	16
1324455	102	1	58	75	17
1324456	101	1	58	74	17
1324486	90	2	59	60	12
1324488	90	1	64	62	13
1324491	90	1	64	65	14
1324615	105	10	76	83	13
1324616	106	10	79	81	13
1324708	109	4	70	84	12
1324855	79	8	83	59	9
1324857	82	9	84	59	13
1324912	8	3	1	4	1
1324918	84	3	91	66	10
1325013	99	7	79	78	10
1325633	101	8	73	66	19
1325913	110	2	76	53	28
1325950	109	3	82	50	26
1326113	95	5	82	84	14
1326121	93	5	85	80	13
1326594	119	7	99	53	18
1326808	100	11	57	57	13
1327221	97	7	67	58	21
1327585	97	8	74	61	20
1327683	113	11	116	79	32
1327744	114	7	104	75	26
1327783	112	1	84	60	22
1327965	115	10	61	42	21
1328206	114	8	56	59	15
1328239	103	8	49	56	15
1329191	123	8	74	69	14
1329579	98	9	86	71	21
1329691	122	4	80	60	21
1329694	122	4	76	63	20
1329961	103	3	83	70	19
1330380	111	5	63	34	17
1330381	112	4	63	34	17
1330382	113	4	60	36	17
1330470	116	3	65	61	17
1330528	83	5	61	63	19
1330529	85	5	62	66	18
1330530	85	5	60	63	18
1330533	81	6	62	67	18
1330682	81	11	45	45	10
1330683	82	10	43	42	10
1330717	81	8	52	39	13
1330828	97	2	62	61	14
1331170	84	13	89	78	22
1331326	117	2	87	72	22
1331636	105	5	77	69	19
1331656	104	4	73	51	18
1331825	123	1	79	58	18
1331981	90	6	103	83	14
1332102	102	8	72	61	17
1332107	98	7	72	61	18
1332262	128	6	84	68	17
1332263	125	6	82	68	16
1332896	97	3	75	61	16
1333041	95	4	104	74	22
1333042	95	4	100	77	23
1333172	105	5	84	59	10
1333440	63	7	66	55	9
1333633	118	9	78	69	13
1333750	118	6	71	58	17
1333751	115	6	75	61	19
1333752	115	6	74	61	20
1333901	85	9	65	58	14
1333902	88	8	70	56	14
1333980	82	7	61	53	13
1334055	69	3	70	64	16
1334120	58	3	62	52	14
1334159	76	5	82	56	17
1334305	99	5	74	72	16
1334306	97	5	68	69	19
1334309	94	4	64	63	15
1334314	101	4	83	60	19
1334455	154	6	127	84	22
1334456	153	6	125	79	21
1334603	112	4	93	101	17
1334604	114	4	88	99	18
1334901	102	6	67	66	11
1334936	101	9	68	76	17
1334941	117	9	71	86	17
1335085	108	7	73	62	16
1335086	111	7	79	61	16
1335090	104	6	74	50	14
1335091	103	7	77	52	14
1335271	91	7	96	64	13
1335272	94	6	95	65	11
1335421	115	11	88	63	21
1335487	95	9	65	67	15
1335771	126	3	80	61	19
1336112	128	2	65	55	30
1336680	108	5	73	71	18
1336713	106	4	86	57	21
1336715	100	5	78	53	18
1337062	83	9	72	52	21
1337063	82	9	73	53	20
1337184	130	4	106	78	23
1337381	119	8	71	66	23
1337626	121	8	78	64	21
1337664	128	6	79	71	25
1337667	118	4	72	65	24
1337668	118	4	74	65	24
1337670	116	4	72	66	24
1337672	114	4	72	63	21
1337881	123	5	64	61	20
1338095	78	10	54	48	10
1338131	92	6	70	44	16
1338391	89	10	54	71	15
1339090	106	11	74	57	16
1339550	110	11	88	77	10
1339583	97	7	92	73	11
1339584	95	6	93	75	11
1339641	79	3	83	67	13
1339654	78	4	94	64	14
1339698	104	9	82	69	18
1339733	102	10	76	78	20
1339810	90	10	65	71	15
1339811	83	9	59	68	14
1339814	96	11	71	74	13
1339815	96	11	72	75	14
1339946	122	9	89	65	21
1339947	120	10	88	63	20
1339961	123	9	85	64	23
1339962	120	8	83	62	23
1340094	120	7	86	72	28
1340219	91	8	63	49	12
1340222	94	9	61	54	13
1340631	106	12	78	70	14
1340760	141	11	80	72	9
1340766	143	10	82	65	8
1340840	146	6	86	66	7
1340905	138	10	87	62	12
1340909	131	10	89	62	13
1340911	133	9	88	64	13
1340913	126	10	85	62	11
1341280	119	8	73	66	14
1341429	110	9	83	76	13
1341430	111	9	82	74	12
1341515	97	8	85	45	17
1341516	97	8	84	46	17
1341521	95	8	85	43	17
1341526	94	6	85	48	19
1341678	92	4	86	45	20
1341679	88	4	86	45	21
1341683	87	4	84	43	18
1341795	99	4	72	51	12
1342267	98	6	71	76	20
1342274	93	6	73	70	21
1342339	76	3	40	52	14
1342389	43	2	21	24	10
1342393	39	2	20	24	10
1342398	39	2	20	21	9
1342411	25	1	13	9	6
1342412	25	1	13	9	6
1342413	23	1	13	9	6
1342594	29	1	24	11	12
1342595	29	1	25	14	11
1342596	29	1	26	15	12
1342597	29	1	37	20	14
1342737	96	13	89	87	21
1342740	95	13	90	88	24
1342741	94	13	89	87	24
1342913	90	10	76	71	16
1343418	79	7	59	38	16
1343503	89	2	68	76	17
1343506	97	2	68	74	18
1343653	115	12	87	61	27
1343718	104	14	74	59	21
1343719	103	12	75	58	21
1343720	105	13	68	57	20
1343868	117	4	64	67	23
1343869	115	4	61	64	24
1343990	95	5	64	70	20
1344492	108	6	76	55	25
1344493	111	6	77	54	28
1344501	125	6	82	56	29
1344649	61	7	54	31	31
1344651	59	7	53	30	30
1345461	103	6	69	87	27
1346112	106	1	88	54	33
1346269	133	3	93	66	25
1346910	110	14	75	66	18
1347250	123	10	66	65	13
1347491	137	8	80	51	18
1348436	107	10	73	61	19
1348500	112	12	74	61	14
1348915	95	4	61	68	15
1348917	97	5	61	67	14
1348919	97	5	66	69	14
1348920	97	5	66	68	14
1349057	128	9	91	72	7
1349067	136	10	82	74	7
1349071	133	12	79	69	7
1349315	97	6	91	71	12
1349462	100	12	79	55	18
1349470	97	12	70	55	18
1349535	95	9	67	44	19
1349872	91	8	92	64	18
1349894	87	7	102	61	18
1349895	84	7	100	61	18
1349900	86	7	107	61	18
1349902	88	7	113	65	17
1349912	83	7	107	71	18
1350041	97	7	95	73	15
1350045	97	7	89	69	16
1351169	110	5	75	64	22
1351872	135	4	98	55	24
1352273	105	6	64	50	21
1352327	136	9	73	49	30
1352328	138	9	74	48	31
1352761	109	5	74	60	22
1352891	96	6	71	62	24
1352901	98	8	73	63	29
1353021	117	5	67	61	15
1353408	76	4	73	49	8
1353432	64	5	75	42	11
1353975	113	1	72	65	13
1353990	110	5	73	66	9
1354367	71	5	63	42	17
1354369	73	4	61	43	18
1354567	107	1	71	57	22
1354762	106	4	78	66	22
1354790	105	6	86	65	25
1354964	94	4	87	68	23
1355016	81	4	77	57	25
1355051	98	1	85	69	25
1355063	98	1	85	79	23
1355065	98	1	86	80	22
1355120	108	3	98	77	19
1355203	99	9	105	64	22
1355506	96	5	71	57	12
1355507	97	5	70	55	12
1355508	97	5	68	54	12
1355708	86	4	58	63	10
1355725	101	5	77	67	8
1355813	104	7	68	71	10
1355815	111	6	71	73	7
1356750	27	1	20	10	3
1356752	27	2	22	11	3
1356757	32	4	23	16	4
1356761	37	5	29	21	8
1356771	43	4	30	23	9
1356916	86	9	52	34	15
1357380	83	3	46	52	16
1357701	77	8	64	75	22
1357740	91	6	77	71	28
1357958	88	5	45	46	16
1358274	108	7	68	65	14
1358534	129	12	94	76	17
1358712	118	3	56	79	13
1358909	88	2	53	75	16
1359333	110	7	62	68	17
1359337	116	5	63	74	19
1359342	115	5	68	71	19
1359346	119	5	68	69	17
1359491	102	4	68	69	18
1359582	125	3	72	76	13
1359811	107	13	77	68	8
1359883	100	11	81	73	16
1359999	120	11	115	75	16
1360627	134	5	88	98	17
1360655	113	3	67	75	9
1360660	110	5	63	74	13
1360661	112	5	69	77	13
1360757	128	9	93	80	31
1360792	115	6	92	76	33
1360793	119	7	91	75	33
1360809	121	6	95	73	29
1360811	126	6	96	73	31
1360889	98	2	83	78	17
1360945	86	3	66	57	16
1361176	120	5	64	83	18
1361724	113	10	70	57	21
1361730	105	10	63	53	21
1361733	107	11	64	53	21
1361831	92	10	56	62	20
1361838	94	10	59	60	20
1362149	121	3	71	47	23
1362327	116	12	85	57	12
1362352	126	6	92	58	16
1362423	134	7	75	59	16
1362525	123	3	76	72	24
1362585	107	2	72	71	22
1362587	103	3	69	73	22
1362588	107	3	72	73	21
1362589	106	3	71	75	21
1362590	107	3	66	71	21
1362593	111	2	70	75	21
1362766	127	4	102	94	23
1362768	130	4	104	96	22
1362769	120	4	95	92	20
1362879	116	4	70	93	16
1362880	116	4	73	92	14
1362885	116	4	66	92	15
1362917	107	3	64	74	17
1362921	105	3	62	71	16
1362922	104	2	61	71	17
1362927	102	3	56	68	16
